"term","freq"
"mr",40
"non",40
"on this",40
"president",40
"quickly",40
"sent",40
"sound",40
"south",40
"think about",40
"wasn't",40
"will have",40
"you need",40
"can't wait to",39
"can you",39
"clear",39
"college",39
"couldn't",39
"couple of",39
"did not",39
"drive",39
"feel like",39
"fight",39
"final",39
"from my",39
"happy birthday",39
"i have a",39
"i wish",39
"in fact",39
"in his",39
"in that",39
"it a",39
"it in",39
"know how",39
"look at",39
"me a",39
"park",39
"road",39
"safe",39
"success",39
"the night",39
"to hear",39
"totally",39
"track",39
"war",39
"we will",39
"website",39
"with me",39
"york",39
"and they",38
"at all",38
"bought",38
"club",38
"during the",38
"giving",38
"had been",38
"health",38
"himself",38
"i'm going",38
"i didnt",38
"ice",38
"kid",38
"lets",38
"listening to",38
"looking forward",38
"looking forward to",38
"make a",38
"new york",38
"not the",38
"of the day",38
"opening",38
"page",38
"ready for",38
"relationship",38
"smile",38
"stand",38
"star",38
"talking about",38
"that she",38
"that would",38
"the us",38
"to know",38
"to use",38
"tv",38
"waiting",38
"wall",38
"warm",38
"what are",38
"whatever",38
"when it",38
"wouldn't",38
"you in",38
"a day",37
"age",37
"building",37
"catch",37
"dear",37
"deep",37
"earth",37
"fine",37
"for our",37
"for some",37
"got to",37
"have you",37
"hi",37
"i see",37
"it for",37
"just got",37
"known",37
"like i",37
"needs to",37
"perhaps",37
"radio",37
"so far",37
"some of the",37
"spend",37
"states",37
"strong",37
"taken",37
"tea",37
"thank you for",37
"tweets",37
"weird",37
"what is",37
"when they",37
"you should",37
"agree",36
"america",36
"appreciate",36
"bro",36
"busy",36
"characters",36
"chocolate",36
"contact",36
"cover",36
"daughter",36
"difficult",36
"do i",36
"does not",36
"dr",36
"etc",36
"facebook",36
"father",36
"floor",36
"forever",36
"goal",36
"grow",36
"held",36
"hoping",36
"hurt",36
"i saw",36
"i still",36
"law",36
"lead",36
"less than",36
"like it",36
"me the",36
"mine",36
"must be",36
"nearly",36
"on your",36
"photo",36
"round",36
"the rest",36
"their own",36
"themselves",36
"third",36
"thoughts",36
"time i",36
"to meet",36
"to your",36
"too much",36
"type",36
"view",36
"vs",36
"whether",36
"within",36
"worked",36
"written",36
"'",35
"about a",35
"ahead",35
"air",35
"ball",35
"be in",35
"chicago",35
"conference",35
"continue",35
"control",35
"example",35
"fire",35
"further",35
"hold",35
"i'll be",35
"i'm a",35
"i found",35
"i should",35
"in one",35
"info",35
"is going",35
"is still",35
"it on",35
"like that",35
"like this",35
"lmao",35
"low",35
"mix",35
"my friend",35
"need a",35
"not be",35
"of what",35
"off to",35
"present",35
"sick",35
"than a",35
"the first time",35
"the past",35
"the top",35
"the two",35
"the year",35
"to all",35
"training",35
"what the",35
"wife",35
"wine",35
"worth",35
"you guys",35
"a couple of",34
"a year",34
"according",34
"all day",34
"are not",34
"beat",34
"blue",34
"brand",34
"breakfast",34
"color",34
"dad",34
"husband",34
"i said",34
"in and",34
"is on",34
"issue",34
"it just",34
"its a",34
"lose",34
"loves",34
"make sure",34
"of those",34
"or a",34
"per",34
"points",34
"police",34
"six",34
"stupid",34
"table",34
"tell you",34
"the th",34
"tho",34
"to keep",34
"to our",34
"united",34
"university",34
"watched",34
"ways",34
"went to",34
"who are",34
"worse",34
"worst",34
"you just",34
"a week",33
"a while",33
"according to",33
"and is",33
"are in",33
"at my",33
"back in",33
"board",33
"don't have",33
"form",33
"general",33
"get the",33
"hang",33
"heat",33
"hello",33
"if we",33
"in order",33
"is just",33
"is no",33
"k",33
"kept",33
"lovely",33
"mention",33
"might be",33
"plus",33
"rather than",33
"sharing",33
"shows",33
"sit",33
"songs",33
"student",33
"t",33
"take a",33
"think i",33
"this one",33
"thought i",33
"time for",33
"to this",33
"touch",33
"train",33
"web",33
"whats",33
"when he",33
"you a",33
"about this",32
"and now",32
"answer",32
"away from",32
"brown",32
"cake",32
"certain",32
"dark",32
"difference",32
"dreams",32
"fair",32
"fear",32
"gift",32
"going on",32
"i made",32
"in an",32
"in the world",32
"in their",32
"indeed",32
"instead of",32
"is in",32
"is my",32
"isnt",32
"jobs",32
"key",32
"knowing",32
"large",32
"learned",32
"lord",32
"minute",32
"moving",32
"nature",32
"offer",32
"practice",32
"san",32
"sat",32
"shot",32
"should have",32
"simple",32
"simply",32
"sort",32
"sports",32
"sugar",32
"taste",32
"than the",32
"that will",32
"the people",32
"thursday",32
"to eat",32
"to his",32
"to play",32
"up a",32
"wait for",32
"well as",32
"with it",32
"you could",32
"you have to",32
"a small",31
"added",31
"among",31
"article",31
"as he",31
"as much",31
"bit of",31
"brother",31
"can i",31
"chicken",31
"co",31
"current",31
"da",31
"dc",31
"enough to",31
"figure",31
"focus",31
"for the follow",31
"fucking",31
"gives",31
"good to",31
"him to",31
"how many",31
"in it",31
"interested",31
"issues",31
"itself",31
"know i",31
"library",31
"lucky",31
"made it",31
"makes me",31
"miles",31
"of an",31
"oil",31
"on it",31
"one of my",31
"problems",31
"promise",31
"quick",31
"recently",31
"result",31
"so that",31
"so we",31
"stuck",31
"the follow",31
"to start",31
"today i",31
"up for",31
"was in",31
"a time",30
"am i",30
"anymore",30
"as well as",30
"at pm",30
"attack",30
"bag",30
"bar",30
"because of",30
"beyond",30
"bowl",30
"box",30
"but i'm",30
"classic",30
"complete",30
"do the",30
"double",30
"energy",30
"enjoying",30
"expect",30
"eye",30
"feet",30
"forgot",30
"had the",30
"hard to",30
"hospital",30
"i had a",30
"i love you",30
"i went",30
"internet",30
"life is",30
"love it",30
"mail",30
"major",30
"me know",30
"missed",30
"my mom",30
"obama",30
"of people",30
"on twitter",30
"part of the",30
"players",30
"process",30
"putting",30
"quality",30
"reality",30
"ride",30
"size",30
"supposed",30
"talk to",30
"thinking about",30
"those who",30
"to give",30
"to have a",30
"to talk",30
"to watch",30
"try to",30
"was not",30
"was so",30
"what we",30
"winter",30
"with your",30
"won",30
"a bad",29
"be on",29
"beauty",29
"becoming",29
"christ",29
"come to",29
"comment",29
"daily",29
"dance",29
"do that",29
"down the",29
"drinking",29
"education",29
"fat",29
"filled",29
"french",29
"gonna be",29
"has to",29
"have a great",29
"have no",29
"healthy",29
"helped",29
"how i",29
"i've been",29
"i wanted to",29
"include",29
"international",29
"is also",29
"joy",29
"judge",29
"killed",29
"kinda",29
"let me know",29
"main",29
"me that",29
"my first",29
"next to",29
"next week",29
"of that",29
"on our",29
"pain",29
"places",29
"plans",29
"player",29
"poor",29
"posted",29
"product",29
"recent",29
"sitting",29
"speaking",29
"step",29
"straight",29
"study",29
"sucks",29
"talk about",29
"telling",29
"the second",29
"title",29
"to look",29
"unless",29
"wants to",29
"wednesday",29
"wish i",29
"wont",29
"yeah i",29
"you want to",29
"you were",29
"after a",28
"ah",28
"all my",28
"and get",28
"and in",28
"as you",28
"being a",28
"better than",28
"bill",28
"but they",28
"cards",28
"comments",28
"english",28
"even if",28
"festival",28
"for that",28
"grand",28
"how about",28
"i also",28
"i felt",28
"if you are",28
"if you want",28
"imagine",28
"iphone",28
"is going to",28
"is one of",28
"it the",28
"it up",28
"league",28
"mood",28
"my new",28
"names",28
"normal",28
"north",28
"not sure",28
"now i",28
"number of",28
"nyc",28
"order to",28
"original",28
"passed",28
"percent",28
"projects",28
"race",28
"realized",28
"respect",28
"rights",28
"sale",28
"save",28
"situation",28
"stories",28
"the fact",28
"the story",28
"the very",28
"think that",28
"thx",28
"tickets",28
"to live",28
"to make it",28
"to share",28
"to try",28
"travel",28
"version",28
"vote",28
"walking",28
"was going",28
"wear",28
"where i",28
"why i",28
"will not",28
"wondering",28
"yea",28
"years ago",28
"you can't",28
"you like",28
"you see",28
"you too",28
"your own",28
"a nice",27
"act",27
"actual",27
"all over",27
"and his",27
"and i'm",27
"and its",27
"and what",27
"are going",27
"as an",27
"asking",27
"at work",27
"became",27
"before the",27
"below",27
"born",27
"but you",27
"can do",27
"changed",27
"cuz",27
"delicious",27
"despite",27
"die",27
"due",27
"fashion",27
"finish",27
"fish",27
"former",27
"get some",27
"have to be",27
"hopefully",27
"hotel",27
"i had to",27
"in front",27
"in her",27
"in order to",27
"kill",27
"last week",27
"last year",27
"leaving",27
"movies",27
"much as",27
"my mind",27
"nd",27
"not only",27
"on her",27
"period",27
"piece",27
"positive",27
"program",27
"ran",27
"realize",27
"related",27
"release",27
"rest of",27
"return",27
"scene",27
"seemed",27
"so you",27
"spot",27
"supposed to",27
"the good",27
"them to",27
"then i",27
"there were",27
"time and",27
"to her",27
"to him",27
"to sleep",27
"tried to",27
"trust",27
"tuesday",27
"up at",27
"was just",27
"wasnt",27
"we all",27
"we need to",27
"wearing",27
"with some",27
"you all",27
"you would",27
"youre",27
"youth",27
"a friend",26
"about to",26
"across the",26
"and as",26
"austin",26
"awkward",26
"brain",26
"bread",26
"but not",26
"calling",26
"certainly",26
"computer",26
"conversation",26
"currently",26
"each other",26
"end of the",26
"evening",26
"everybody",26
"feature",26
"followed",26
"front of",26
"give you",26
"good luck",26
"he would",26
"headed",26
"here is",26
"hes",26
"i'm so",26
"i mean",26
"i miss",26
"if he",26
"in which",26
"june",26
"latest",26
"laugh",26
"legal",26
"like you",26
"listen to",26
"live in",26
"m",26
"magic",26
"make me",26
"many of",26
"miss you",26
"most of the",26
"my own",26
"not have",26
"of her",26
"of me",26
"official",26
"one is",26
"onto",26
"position",26
"products",26
"say that",26
"snow",26
"studio",26
"such as",26
"teams",26
"terrible",26
"that a",26
"the book",26
"the future",26
"the middle",26
"the rest of",26
"these are",26
"think of",26
"thinks",26
"this is a",26
"to learn",26
"to put",26
"tour",26
"upon",26
"us to",26
"value",26
"weight",26
"with us",26
"worry",26
"agreed",25
"allow",25
"and how",25
"as they",25
"attention",25
"background",25
"between the",25
"blood",25
"budget",25
"but there",25
"calls",25
"clearly",25
"coach",25
"concert",25
"cry",25
"de",25
"details",25
"did i",25
"dm",25
"down to",25
"earlier",25
"ended",25
"events",25
"fact that",25
"ff",25
"for it",25
"g",25
"get my",25
"how the",25
"i'm going to",25
"i have been",25
"i never",25
"if your",25
"im not",25
"in front of",25
"is this",25
"it would be",25
"leaves",25
"me in",25
"missing",25
"my head",25
"my phone",25
"nights",25
"on that",25
"opportunity",25
"or not",25
"or the",25
"out in",25
"out with",25
"peace",25
"photos",25
"played",25
"proud",25
"role",25
"seem to",25
"shop",25
"shout",25
"showing",25
"sing",25
"skin",25
"slow",25
"sort of",25
"starts",25
"texas",25
"them and",25
"throughout",25
"till",25
"to follow",25
"told me",25
"turns",25
"universe",25
"wake",25
"wedding",25
"what do",25
"which i",25
"would love",25
"your life",25
"a real",24
"all i",24
"all that",24
"and have",24
"and more",24
"and she",24
"at home",24
"at this",24
"basic",24
"becomes",24
"before i",24
"bus",24
"camera",24
"cat",24
"caught",24
"chat",24
"collection",24
"common",24
"created",24
"day of",24
"do a",24
"draft",24
"effect",24
"everyday",24
"extra",24
"families",24
"fb",24
"football",24
"for an",24
"for following",24
"good morning",24
"growing",24
"happening",24
"how are",24
"how do",24
"i always",24
"i don't know",24
"i haven't",24
"i love the",24
"it's been",24
"it seems",24
"its not",24
"just like",24
"know the",24
"land",24
"lately",24
"me on",24
"moments",24
"network",24
"not just",24
"note",24
"novel",24
"one day",24
"ourselves",24
"people in",24
"performance",24
"released",24
"research",24
"screen",24
"services",24
"sexy",24
"she has",24
"shopping",24
"similar",24
"smell",24
"society",24
"stage",24
"sure to",24
"tax",24
"teacher",24
"that one",24
"that this",24
"the city",24
"the entire",24
"the morning",24
"the state",24
"the sun",24
"the weekend",24
"there is a",24
"there is no",24
"this was",24
"to that",24
"to think",24
"use the",24
"via",24
"was going to",24
"we could",24
"welcome to",24
"what it",24
"who's",24
"you may",24
"a better",23
"address",23
"admit",23
"ain't",23
"alive",23
"along the",23
"along with",23
"and just",23
"any of",23
"apparently",23
"arms",23
"at the end",23
"beach",23
"because it",23
"become a",23
"british",23
"but we",23
"call me",23
"campaign",23
"career",23
"clean",23
"come on",23
"cookies",23
"couldnt",23
"cream",23
"creating",23
"data",23
"do with",23
"doubt",23
"easily",23
"enjoyed",23
"exciting",23
"faces",23
"fantastic",23
"fill",23
"finding",23
"fit",23
"folks",23
"for his",23
"for more",23
"for the first",23
"google",23
"hahaha",23
"has the",23
"have an",23
"high school",23
"holy",23
"i knew",23
"image",23
"images",23
"in love",23
"in there",23
"industry",23
"ladies",23
"lady",23
"leaders",23
"london",23
"look like",23
"made the",23
"much more",23
"named",23
"of time",23
"on his",23
"particular",23
"pass",23
"people are",23
"picked",23
"place to",23
"political",23
"pop",23
"pre",23
"previous",23
"private",23
"ps",23
"remove",23
"restaurant",23
"review",23
"sauce",23
"security",23
"serve",23
"session",23
"shared",23
"social media",23
"source",23
"speech",23
"subject",23
"technology",23
"that in",23
"that my",23
"the man",23
"the real",23
"the truth",23
"the united",23
"the worst",23
"them in",23
"thing i",23
"tip",23
"to check",23
"to see the",23
"today is",23
"tree",23
"ugh",23
"we do",23
"when i was",23
"where the",23
"will you",23
"with an",23
"with that",23
"xd",23
"yay",23
"year old",23
"yo",23
"you go",23
"you had",23
"you have a",23
"you need to",23
"yours",23
"a beautiful",22
"a chance",22
"a man",22
"a month",22
"about how",22
"am not",22
"and even",22
"and other",22
"and so",22
"and there",22
"animal",22
"app",22
"are going to",22
"artist",22
"as if",22
"as much as",22
"baseball",22
"began",22
"bout",22
"chance to",22
"choose",22
"dancing",22
"day and",22
"decision",22
"desk",22
"do this",22
"easier",22
"easter",22
"excellent",22
"field",22
"for her",22
"for him",22
"for us",22
"gay",22
"goals",22
"great day",22
"happiness",22
"heading",22
"here and",22
"i am not",22
"i might",22
"i used",22
"i wanna",22
"if they",22
"it comes",22
"it really",22
"just as",22
"led",22
"letter",22
"liked",22
"lines",22
"literally",22
"little bit",22
"loss",22
"match",22
"me for",22
"me up",22
"modern",22
"my heart",22
"my way",22
"not that",22
"now that",22
"ny",22
"of the most",22
"oh my",22
"out my",22
"paid",22
"path",22
"popular",22
"pull",22
"random",22
"rd",22
"request",22
"results",22
"rt i",22
"rule",22
"science",22
"seconds",22
"secret",22
"see what",22
"seems to",22
"shoot",22
"shots",22
"signed",22
"since i",22
"somehow",22
"someone who",22
"somewhere",22
"ten",22
"term",22
"the fact that",22
"the game",22
"the idea",22
"the word",22
"theres",22
"think it",22
"time of",22
"to bring",22
"to read",22
"to win",22
"today and",22
"unique",22
"walked",22
"we would",22
"wild",22
"willing",22
"window",22
"winner",22
"with all",22
"writer",22
"you've",22
"a bit of",21
"a huge",21
"a little bit",21
"ability",21
"afraid",21
"are some",21
"aren't",21
"back and",21
"bay",21
"be sure",21
"be there",21
"bored",21
"bottom",21
"brings",21
"broken",21
"build",21
"california",21
"can get",21
"closed",21
"coast",21
"cook",21
"copy",21
"corner",21
"court",21
"cross",21
"customer",21
"day i",21
"day to",21
"department",21
"discussion",21
"do you have",21
"don't want",21
"drunk",21
"dry",21
"east",21
"entirely",21
"episode",21
"even though",21
"excited to",21
"expected",21
"follow back",21
"for their",21
"for them",21
"get your",21
"ground",21
"groups",21
"he did",21
"higher",21
"i decided",21
