"term","freq"
"it worked",4
"it wouldn't",4
"its about",4
"its always",4
"its been a",4
"its funny",4
"its ok",4
"its pretty",4
"iu",4
"ive had",4
"jackie",4
"jake",4
"jamie",4
"january th",4
"je",4
"jennifer",4
"jeopardy",4
"jeremy",4
"jerry",4
"jesse",4
"jesus as",4
"jewish",4
"job and",4
"job in",4
"jobs in",4
"john was",4
"join in",4
"join us at",4
"jonah",4
"jonathan",4
"journalism",4
"journey of",4
"js",4
"judgement",4
"juices",4
"june th",4
"jurisdiction",4
"just as i",4
"just been",4
"just came",4
"just cut",4
"just getting",4
"just give",4
"just had to",4
"just keep",4
"just know",4
"just left",4
"just noticed",4
"just realized",4
"just really",4
"just saying",4
"just sent",4
"just sit",4
"just started",4
"just too",4
"just two",4
"just yet",4
"justify",4
"juvenile",4
"karaoke",4
"karen",4
"keep it up",4
"keep up with",4
"keep you posted",4
"kenny",4
"keys to",4
"kick ass",4
"kickoff",4
"kids to",4
"kids who",4
"kill me",4
"kills",4
"kind of a",4
"knead",4
"knew it",4
"knew the",4
"knitting",4
"kno",4
"knock off",4
"know and",4
"know how i",4
"know now",4
"know of",4
"know so",4
"know they",4
"know us",4
"know what a",4
"know what you",4
"know where to",4
"knowing the",4
"knowledge of",4
"knows that",4
"kudos",4
"lack of a",4
"lacked",4
"lager",4
"lanes",4
"las vegas",4
"last day of",4
"last few",4
"last minute",4
"last night and",4
"last post",4
"last weekend",4
"late but",4
"later he",4
"later i",4
"later on",4
"later this",4
"latino",4
"laundry",4
"lawrence",4
"layer of",4
"leads to",4
"leaf",4
"leap",4
"learn how",4
"learn how to",4
"learn more about",4
"learn something",4
"learning about",4
"learning and",4
"learning to",4
"least it",4
"least that",4
"leave a comment",4
"left of",4
"left out",4
"left over",4
"legislature",4
"less of",4
"lesser",4
"let's hope",4
"let's see",4
"let alone",4
"let go of",4
"let him",4
"let you know",4
"lets do",4
"lets go",4
"letterman",4
"li",4
"lick",4
"life but",4
"life changing",4
"life for",4
"life is good",4
"life when",4
"light and",4
"lighting",4
"lights off",4
"like and",4
"like hell",4
"like i am",4
"like im",4
"like to be",4
"like we",4
"likely to be",4
"lineup",4
"lining",4
"linky",4
"list goes",4
"listen to the",4
"listing",4
"lists",4
"little bit of",4
"live up",4
"live up to",4
"lived in",4
"liverpool",4
"lives of",4
"loans",4
"lobster",4
"locations",4
"logging",4
"logos",4
"lol i'm",4
"lola",4
"long as you",4
"long for",4
"long term",4
"long the",4
"longevity",4
"look for a",4
"look on",4
"look out",4
"looked up",4
"lookin",4
"looking to",4
"looks great",4
"looks like the",4
"loose",4
"lose the",4
"lot of money",4
"love not",4
"love u",4
"love you and",4
"love you so",4
"love your music",4
"loves to",4
"loves you",4
"lucas",4
"luck to",4
"luck with",4
"lunar",4
"lunch at",4
"lungs",4
"lynch",4
"machines",4
"made and",4
"made of",4
"magic is",4
"maiden",4
"main point",4
"make it this",4
"make love",4
"make mistakes",4
"makes you",4
"making me feel",4
"malaysian",4
"manufacturers",4
"manufacturing",4
"many many",4
"many of you",4
"maps",4
"marilyn",4
"markers",4
"marshall",4
"marshmallows",4
"martial",4
"match the",4
"matching",4
"maternity",4
"may as",4
"may be a",4
"may be the",4
"may have to",4
"may need",4
"may the",4
"may want",4
"may want to",4
"maybe i should",4
"maybe if",4
"maybe the",4
"mayo",4
"mayweather",4
"mbps",4
"mcdonald's",4
"md",4
"me all",4
"me because",4
"me being",4
"me by",4
"me d",4
"me for a",4
"me im",4
"me it's",4
"me it was",4
"me laugh",4
"me luck",4
"me out of",4
"me then",4
"me though",4
"me to get",4
"me well",4
"me what",4
"mean that",4
"mean they",4
"mean to",4
"means a lot",4
"means that",4
"medicine",4
"medium heat",4
"mee",4
"meet up",4
"meeting and",4
"melted",4
"member of the",4
"men's",4
"men have",4
"merit",4
"mess of",4
"met you",4
"method",4
"mickey",4
"middleton",4
"might have to",4
"might just",4
"might not be",4
"mind and",4
"mindset",4
"mine and",4
"minority",4
"minutes and",4
"miserable",4
"miss it",4
"miss the",4
"miss u",4
"miss you too",4
"mit",4
"ml",4
"mlk",4
"mo",4
"moderate",4
"modern day",4
"moi",4
"mojo",4
"moments of",4
"momentum",4
"monday i",4
"monday morning",4
"money and",4
"month or",4
"more about the",4
"more details",4
"more fun",4
"more money",4
"more of the",4
"more than i",4
"more than one",4
"morning after",4
"mosque",4
"most definitely",4
"most difficult",4
"mother of",4
"movie and",4
"movie called",4
"mtv",4
"much about",4
"much better than",4
"much the",4
"much time",4
"muscle",4
"music industry",4
"must not",4
"must say",4
"my account",4
"my arms",4
"my aunt",4
"my best friend",4
"my bike",4
"my blood",4
"my boys",4
"my brain",4
"my cat",4
"my church",4
"my clothes",4
"my dads",4
"my email",4
"my entire",4
"my fault",4
"my favorites",4
"my favourite",4
"my full",4
"my girlfriend",4
"my goal",4
"my good",4
"my home",4
"my idea",4
"my iphone",4
"my library",4
"my list",4
"my love for",4
"my most",4
"my new followers",4
"my old",4
"my previous",4
"my soul",4
"my studio",4
"my tweets",4
"my version",4
"my version of",4
"my way home",4
"myself and",4
"myself that",4
"myself with",4
"myth",4
"myths",4
"n the",4
"name to",4
"naps",4
"nashville",4
"nate",4
"navy",4
"near my",4
"nearly all",4
"necessary to",4
"need and",4
"need is",4
"need to find",4
"need to make",4
"needing",4
"neighborhood",4
"neither of",4
"nerve",4
"never fail",4
"never get",4
"never going",4
"never going to",4
"never have to",4
"never leave",4
"never mind",4
"never say",4
"never thought",4
"nevertheless",4
"new favorite",4
"new friends",4
"new music",4
"new phone",4
"new record",4
"new show",4
"new world",4
"new york city",4
"newsletter",4
"newspapers",4
"newt",4
"next month",4
"next step",4
"next two",4
"next weeks",4
"nfc",4
"niall",4
"nice i",4
"nicki",4
"night but",4
"night for",4
"night the",4
"night to",4
"nightmares",4
"nj",4
"no better",4
"no but",4
"no coffee",4
"no evil",4
"no no no",4
"no real",4
"no reason to",4
"no sleep",4
"noah",4
"noble",4
"nodded",4
"none of these",4
"norm",4
"not always",4
"not at all",4
"not but",4
"not coming",4
"not doing",4
"not feeling",4
"not go",4
"not in the",4
"not just a",4
"not let",4
"not looking",4
"not quite sure",4
"not the same",4
"not true",4
"not want to",4
"not with",4
"notable",4
"notch",4
"note that",4
"nothin",4
"nothing about",4
"nothing else",4
"nothing in",4
"notion",4
"nov",4
"now be",4
"now i have",4
"now that i",4
"now what",4
"number one",4
"nursery",4
"nutrition",4
"objections",4
"objective",4
"observing",4
"obsessed with",4
"obsession",4
"occasional",4
"of a new",4
"of animals",4
"of anything",4
"of beauty",4
"of bed",4
"of books",4
"of cars",4
"of children",4
"of choice",4
"of course we",4
"of great",4
"of green",4
"of him",4
"of interest",4
"of it in",4
"of it is",4
"of joy",4
"of love and",4
"of march",4
"of my childhood",4
"of negative",4
"of non",4
"of one of",4
"of or",4
"of people who",4
"of power",4
"of reading",4
"of respect",4
"of running",4
"of scripture",4
"of sorts",4
"of students",4
"of stuff",4
"of the car",4
"of the family",4
"of the few",4
"of the film",4
"of the game",4
"of the lucky",4
"of the movie",4
"of the novel",4
"of the people",4
"of the public",4
"of the room",4
"of the situation",4
"of the story",4
"of the top",4
"of the two",4
"of the us",4
"of the week",4
"of town",4
"of view",4
"of war",4
"of weeks ago",4
"of whom",4
"off his",4
"offenders",4
"office and",4
"often do",4
"oh dear",4
"oh well",4
"ohh",4
"ok i'm",4
"okay i",4
"okc",4
"oklahoma",4
"old friend",4
"old to",4
"olds",4
"ole",4
"olympia",4
"on air",4
"on any",4
"on but",4
"on campus",4
"on day",4
"on each",4
"on march",4
"on my blog",4
"on right now",4
"on stage",4
"on television",4
"on the back",4
"on the couch",4
"on the left",4
"on the planet",4
"on the side",4
"on things",4
"on today",4
"on tumblr",4
"on us",4
"once in a",4
"one at",4
"one of her",4
"one of our",4
"one of these",4
"one out",4
"one so",4
"one thing i",4
"one thing that",4
"one way",4
"one will",4
"ones are",4
"ones you",4
"only be",4
"only because",4
"only get",4
"only one who",4
"only thing i",4
"only thing that",4
"only way",4
"ooh",4
"open up",4
"opener",4
"operations",4
"opposition",4
"oprah",4
"or another",4
"or any",4
"or at",4
"or bad",4
"or call",4
"or did",4
"or for",4
"or get",4
"or go",4
"or lose",4
"or my",4
"or no",4
"or to",4
"orchestral",4
"order and",4
"order the",4
"order we",4
"ordered a",4
"ordering",4
"organisations",4
"origin",4
"orioles",4
"orlando",4
"ot",4
"other and",4
"our family",4
"our future",4
"our jobs",4
"our life",4
"our newest",4
"our way",4
"ours",4
"ourselves and",4
"out all",4
"out at the",4
"out but",4
"out he",4
"out into",4
"out of bed",4
"out of town",4
"out on a",4
"out on the",4
"out one",4
"out or",4
"out rt",4
"out so",4
"out that i",4
"out the door",4
"out to be",4
"out to my",4
"out your",4
"outer",4
"outside of the",4
"over here",4
"over his",4
"over medium",4
"over that",4
"over the next",4
"over the past",4
"over time",4
"over to her",4
"over your",4
"overly",4
"overnight",4
"overwhelmed",4
"pacific",4
"packs",4
"paddling",4
"pads",4
"paid for",4
"painted",4
"paired",4
"pakistan",4
"pamphlet",4
"panties",4
"papa",4
"paperback",4
"parenthood",4
"parents are",4
"parents i",4
"parker",4
"parmesan",4
"part about",4
"part in",4
"part is",4
"part of a",4
"part of our",4
"partisan",4
"party in",4
"pass the",4
"passive aggressive",4
"past the",4
"pasta",4
"pastor",4
"pathetic",4
"patriots",4
"patterns",4
"pavilion",4
"pay you",4
"pays off",4
"pea",4
"peace and",4
"peach",4
"peers",4
"peg",4
"penalty",4
"penis",4
"pennies are",4
"people all",4
"people take",4
"people want",4
"per day",4
"performances",4
"period of",4
"person you",4
"personal and",4
"personalities",4
"pets",4
"philip",4
"phillips",4
"phoenix",4
"phone in",4
"photograph",4
"photographing",4
"photoshop",4
"pick out",4
"pick up a",4
"picnic",4
"pillows",4
"pinch of",4
"pine",4
"pineapple",4
"pinot",4
"pins",4
"pipe",4
"pirates",4
"pissed off",4
"pitt",4
"place i",4
"place in the",4
"place on",4
"plagued",4
"planned to",4
"planning on",4
"planning to",4
"play along",4
"play for",4
"played by",4
"players in",4
"please be",4
"please come",4
"please do",4
"please note",4
"pleased with",4
"plug",4
"pm at",4
"pockets",4
"poet",4
"point of view",4
"poker",4
"police officer",4
"polish",4
"politely",4
"poll",4
"porch",4
"portions",4
"possible to",4
"post about",4
"post for",4
"post i",4
"post on",4
"potter",4
"powerline",4
"ppl who",4
"practically",4
"practicing",4
"pray for",4
"praying for",4
"preaching",4
"predators",4
"predict the",4
"predictions",4
"preparation",4
"presented",4
"presenting",4
"president has",4
"pretend",4
"pretty awesome",4
"princess",4
"principles",4
"printer",4
"prisons",4
"privilege",4
"prizes",4
"probably be",4
"probably not",4
"problem i",4
"problem is",4
"problem with",4
"proceed",4
"proceeds",4
"produced by",4
"producing",4
"professionals",4
"project this",4
"projects to",4
"promising",4
"proportion of",4
"protected",4
"provide a",4
"provided by",4
"providing a",4
"psychological",4
"pt",4
"pub",4
"publication",4
"publisher",4
"publishers",4
"pulled the",4
"pulling out",4
"pump",4
"purchasing",4
"put some",4
"put them",4
"put your",4
"quads",4
"quest",4
"questioning",4
"questions and",4
"quick to",4
"quit",4
"quite the opposite",4
"quotes",4
"races",4
"racism",4
"rack",4
"raid",4
"rainbow",4
"rains",4
"rally",4
"ramp",4
"range of",4
"ratings",4
"reached the",4
"reactions",4
"read and",4
"read your",4
"ready for a",4
"ready for some",4
"real estate",4
"real good",4
"realised",4
"really a",4
"really hard",4
"really have a",4
"really hope",4
"really just",4
"really love",4
"really not",4
"really the",4
"really wanted",4
"reason why",4
"reasonable",4
"rebels",4
"recipe of",4
"recruiting",4
"reduce the",4
"reduced",4
"reeling",4
"refs",4
"refused",4
"regard",4
"regime",4
"registry",4
"regularly",4
"rejected",4
"relating",4
"relation",4
"relatively",4
"relatives",4
"release the",4
"relieved",4
"relocate",4
"remained",4
"remarkable",4
"remember how",4
"remember to",4
"remember you",4
"remembered",4
"reminded me",4
"remote",4
"replay",4
"reporters",4
"representatives",4
"represented",4
"represents",4
"request for",4
"requested",4
"requirements",4
"researching",4
"residence",4
"resort",4
"resource",4
"responded",4
"responding to",4
"responsibilities",4
"responsible for",4
"result in",4
"resulted",4
"resulted in",4
"return of",4
"returned from",4
"reveal",4
"revenge",4
"revenue",4
"rewards",4
"rey",4
"rice and",4
"rides",4
"ridge",4
"right back",4
"right the",4
"right when",4
"right wing",4
"right with",4
"ringing",4
"risen",4
"rival",4
"rivers",4
"robin hood",4
"rocked",4
"rocker",4
"rockets",4
"rocking",4
"rogers",4
"roles",4
"roman",4
"room is",4
"room of",4
"ross",4
"round of",4
"rt for",4
"rt love",4
"rt rt",4
"rt this if",4
"rt well",4
"rt when",4
"rts",4
"rule of",4
"ruled",4
"run by",4
"run for",4
"run out",4
"run out of",4
"run to",4
"run with",4
"running the",4
"runny",4
"rushed",4
"sadness",4
"safe to",4
"saffron",4
"said and",4
"said he was",4
"said i'm",4
"said in a",4
"said it was",4
"said no",4
"said of",4
"sake",4
"sale for",4
"salmon",4
"salt and",4
"samantha",4
"same for",4
"same way",4
"sanity",4
"santa fe",4
"santorum",4
"sat at",4
"sat on",4
"saturday morning",4
"sausage",4
"saute",4
"savior",4
"saw that",4
"saw this",4
"say a",4
"say no",4
"say the least",4
"say this",4
"saying it",4
"says in",4
"says to",4
"sb",4
"scare",4
"scared of",4
"scent",4
"scheduled to",4
"scholar",4
"scholastic",4
"school i",4
"school then",4
"school tomorrow",4
"schools and",4
"scoring",4
"scrap",4
"screamed",4
"screening",4
"search for",4
"searched",4
"season and",4
"season is",4
"seat and",4
"seated",4
"second time",4
"seconds to",4
"sections",4
"sector",4
"see all the",4
"see any",4
"see him",4
"see his",4
"see more",4
"see on",4
"see the avengers",4
"see them",4
"see u",4
"see what happens",4
"see ya",4
"see you're",4
"see you at",4
"see you in",4
"seed",4
"seekers",4
"seem like a",4
"seemed to have",4
"seems to have",4
"seen a",4
"seen as",4
"seen in",4
"seize",4
"self knowledge",4
"self loathing",4
"sellers",4
"senate",4
"send me your",4
"send us",4
"sent you",4
"separated",4
"september th",4
"set and",4
"set aside",4
"set out",4
"set to",4
"settings",4
"settling",4
"several people",4
"shades",4
"shaking",4
"shall be",4
"shallow",4
"share of",4
"sharing the",4
"sharing your",4
"shave",4
"she and",4
"she didn't",4
"she didnt",4
"she found",4
"she is a",4
"she looks",4
"she loves",4
"she makes",4
"she went",4
"sheets",4
"sheila",4
"shelf",4
"shiloh",4
"shining",4
"shitty",4
"shoes and",4
"shoots",4
"shop in",4
"should check",4
"should start",4
"should we",4
"shouldve",4
"shoutout to",4
"show me",4
"showers",4
"shown to",4
"side but",4
"sides and",4
"sides of the",4
"sign of",4
"sign up for",4
"silence and",4
"silently",4
"simon",4
"simply because",4
"since i've",4
"since i have",4
"since then",4
"since they",4
"single person",4
"sink",4
"sister and",4
"sister was",4
"sit down",4
"size of",4
"skinny",4
"skype",4
"sleep with",4
"sleeping in",4
"sleeps",4
"slip",4
"slipped",4
"slogan",4
"slots",4
"small talk",4
"smash",4
"snowy",4
"so a",4
"so close",4
"so cool",4
"so damn",4
"so do i",4
"so excited to",4
"so fun",4
"so funny",4
"so great",4
"so hard to",4
"so hot",4
"so how",4
"so i just",4
"so i thought",4
"so im",4
"so in",4
"so let",4
"so let me",4
"so much as",4
"so ready",4
"so sweet",4
"so who",4
"soak",4
"soap",4
"sober",4
"soc",4
"socialism",4
"socially",4
"sofa",4
"sofia",4
"sold out",4
"solution",4
"some pretty",4
"some sort",4
"some sort of",4
"some tips",4
"some very",4
"somehow i",4
"someone in",4
"someone please",4
"something about the",4
"something different",4
"something else",4
"something from",4
"something more",4
"something right",4
"sometimes we",4
"son's",4
"sonic",4
"soon i",4
"sophisticated",4
"sorry to hear",4
"soul and",4
"sounds awesome",4
"south of",4
"southwest",4
"soviet",4
"soy",4
"spa",4
"speaking in",4
"spectacular",4
"speeches",4
"spelling",4
"spent the",4
"spinners",4
"spinning",4
"spirit of",4
"spoke to",4
"spoken",4
"sponsor",4
"sponsors",4
"spot on",4
"spotlight",4
"spreading the",4
"spur",4
"squad",4
"squares",4
"squeeze",4
"stands for",4
"stare at",4
"staring at",4
"start up",4
"start with the",4
"started this",4
"started using",4
"started with",4
"starter",4
"starting the",4
"state and",4
"statistics",4
"stay on",4
"stay with",4
"stick to",4
"stickles",4
"still alive",4
"still the",4
"still waiting",4
"stockings",4
"stood up",4
"stop on",4
"stop thinking",4
"stop thinking about",4
"storms",4
"story in",4
"story that",4
"stout",4
"straight from",4
"stranger",4
"strengthening",4
"stride",4
"strike",4
"string",4
"struck",4
"stuck on",4
"students in",4
"students will",4
"stunned",4
"styled",4
"subs",4
"such a good",4
"sucker for",4
"sucks when",4
"suffering from",4
"summit",4
"sun and",4
"sunday and",4
"sunday at",4
"sunglasses",4
"sunlight",4
"super excited",4
"superior",4
"support and",4
"support to",4
"supporters",4
"supports",4
"sure all",4
"sure i'll",4
"sure she",4
"sure what to",4
"surprisingly",4
"survived",4
"sw",4
"sweater",4
"sweep",4
"sweetest",4
"swimming",4
"symbolism",4
"sympathy",4
"system to",4
"t shirt",4
"tab",4
"tables",4
"tackle",4
"tad",4
"take out",4
"takes place",4
"takes the",4
"talkin",4
"talking to him",4
"target and",4
"tastes",4
"tax cuts",4
"taxpayers",4
"tea and",4
"tea party",4
"teacher is",4
"teaches",4
"team's",4
"team to",4
"teenage",4
"teenagers",4
"tell her",4
"tell me the",4
"tell people",4
"tell someone",4
"tells you",4
"temperatures",4
"templates",4
"tenants",4
"tend to",4
"tequila",4
"testament",4
"tested",4
"textbooks",4
"texture",4
"th and th",4
"th of",4
"tha",4
"than an",4
"than i thought",4
"than minutes",4
"than on",4
"than you",4
"thank goodness",4
"thank you very",4
"thankfully",4
"thanks to a",4
"thanks to you",4
"that's only",4
"that actually",4
"that bad",4
"that be",4
"that because",4
"that come",4
"that comes",4
"that could be",4
"that dude",4
"that good",4
"that guy",4
"that happened",4
"that he's",4
"that he is",4
"that i'm not",4
"that i've",4
"that i could",4
"that i feel",4
"that i get",4
"that i love",4
"that i will",4
"that im",4
"that in the",4
"that involves",4
"that is what",4
"that it has",4
"that it will",4
"that jesus",4
"that last",4
"that matter",4
"that morning",4
"that new",4
"that not",4
"that now",4
"that old",4
"that one person",4
"that so many",4
"that sucks",4
"that that",4
"that their",4
"that they were",4
"that things",4
"that u",4
"that was in",4
"that we do",4
"that we were",4
"that would have",4
"thats all",4
"the 's and",4
"the age of",4
"the amazing",4
"the amount",4
"the annual",4
"the arcade",4
"the article",4
"the artist",4
"the bar",4
"the basic",4
"the beach",4
"the best in",4
"the best part",4
"the best place",4
"the best thing",4
"the better",4
"the bird",4
"the block",4
"the book is",4
"the boy",4
"the brain",4
"the brewers",4
"the call",4
"the canoe",4
"the cards",4
"the cause",4
"the central",4
"the centre",4
"the chance to",4
"the chest",4
"the chinese",4
"the chocolate",4
"the city of",4
"the classic",4
"the classroom",4
"the closest",4
"the club",4
"the colour",4
"the comments",4
"the conversation",4
"the cost",4
"the crap",4
"the cross",4
"the da",4
"the damn",4
"the date",4
"the day before",4
"the demo",4
"the dinner",4
"the doctors office",4
"the doors",4
"the e",4
"the economy",4
"the effect",4
"the email",4
"the end i",4
"the english",4
"the evening",4
"the evil",4
"the exact same",4
"the f",4
"the fall",4
"the fed",4
"the financial",4
"the finished",4
"the fire",4
"the first round",4
"the first to",4
"the flesh",4
"the forest",4
"the former",4
"the four",4
"the fridge",4
"the friends",4
"the funniest",4
"the galaxy",4
"the garden",4
"the gas",4
"the gate",4
"the gift of",4
"the golden",4
"the good work",4
"the grocery",4
"the grocery store",4
"the guys",4
"the hallway",4
"the hand",4
"the hat",4
"the history",4
"the hole",4
"the holy",4
"the house and",4
"the hub",4
"the huge",4
"the importance",4
"the importance of",4
"the incident",4
"the jets",4
"the key to",4
"the king",4
"the kingdom",4
"the language",4
"the last years",4
"the leaders",4
"the league",4
"the length",4
"the likes",4
"the liquid",4
"the list goes",4
"the lives",4
"the logic",4
"the long",4
"the look",4
"the lucky",4
"the magic",4
"the majority",4
"the manager",4
"the many",4
"the masses",4
"the master",4
"the meantime",4
"the media",4
"the mets",4
"the mirror",4
"the moments",4
"the motto",4
"the murder",4
"the mystery",4
"the nation",4
"the neck",4
"the nice",4
"the night with",4
"the non",4
"the one that",4
"the ones you",4
"the ongoing",4
"the organization",4
"the photos",4
"the physical",4
"the plane",4
"the playoffs",4
"the point of",4
"the political",4
"the positive",4
"the potential",4
"the power to",4
"the pretty",4
"the primary",4
"the pros",4
"the pumpkin",4
"the quality of",4
"the rain is",4
"the rd",4
"the reader",4
"the rear",4
"the reason i",4
"the reasons",4
"the report",4
"the ride",4
"the river",4
"the rock",4
"the roof",4
"the s and",4
"the screen",4
"the second time",4
"the senate",4
"the shell",4
"the ship",4
"the short",4
"the shout",4
"the six",4
"the size of",4
"the sky",4
"the small",4
"the so called",4
"the son",4
"the songs",4
"the soviet",4
"the sports",4
"the stars",4
"the state of",4
"the states",4
"the steps",4
"the style",4
"the super",4
"the super bowl",4
"the task",4
"the taste",4
"the terrible",4
"the th anniversary",4
"the things that",4
"the title of",4
"the to",4
"the train",4
"the tree",4
"the truth of",4
"the type of",4
"the unknown",4
"the usual",4
"the value",4
"the value of",4
"the vehicle",4
"the voice",4
"the water and",4
"the weather is",4
"the wedding",4
"the will",4
"the wind",4
"the winter",4
"the women",4
"the woods",4
"the world of",4
"the world you",4
"the writing",4
"the zoo",4
"their lives",4
"them have",4
"them i'm",4
"them into",4
"them or",4
"them that",4
"them when",4
"then a",4
"then all",4
"then go",4
"then i'm",4
"then on",4
"then she",4
"then you can",4
"therapist",4
"therapy",4
"there are only",4
"there are people",4
"there at",4
"there can",4
"there has",4
"there have",4
"there if",4
"there in",4
"there so",4
"there we",4
"there were a",4
"these great",4
"these new",4
"these were",4
"they've been",4
"they are so",4
"they are the",4
"they both",4
"they call",4
"they cant",4
"they come",4
"they go",4
"they might",4
"they pay",4
"they say",4
"they sent",4
"they should be",4
"they started",4
"they still",4
"they think",4
"they took",4
"they want to",4
"they wanted",4
"they weren't",4
"they will be",4
"theyll",4
"thicker",4
"thing i've",4
"thing in the",4
"thing is that",4
"thing you",4
"things get",4
"things happen",4
"things so",4
"think of the",4
"think that was",4
"think this",4
"think you're",4
"thirsty",4
"this afternoon",4
"this could",4
"this country",4
"this fall",4
"this film",4
"this for",4
"this has been",4
"this house",4
"this idea",4
"this is also",4
"this is an",4
"this issue",4
"this little",4
"this makes",4
"this moment",4
"this part of",4
"this saturday",4
"this should",4
"this so",4
"this story",4
"this stuff",4
"this thursday",4
"this time of",4
"this wall",4
"this was not",4
"this website",4
"this week is",4
"this whole",4
"this year i",4
"those in",4
"those that",4
"those who have",4
"though and",4
"though is",4
"though we",4
"thought he was",4
"thought they",4
"three times",4
"three year",4
"three years",4
"thriller",4
"through our",4
"throws up",4
"tht",4
"thunder",4
"thurs",4
"thursday at",4
"thyme",4
"ties",4
"time ago",4
"time and the",4
"time at the",4
"time in the",4
"time lol",4
"time my",4
"time of the",4
"time of year",4
"time since",4
"time travel",4
"times it",4
"times the",4
"title and",4
"to accomplish",4
"to act",4
"to actually",4
"to all who",4
"to allow",4
"to an end",4
"to any",4
"to be all",4
"to be doing",4
"to be done",4
"to be here",4
"to be honest",4
"to be more",4
"to beat",4
"to but",4
"to buy it",4
"to catch up",4
"to church",4
"to connect with",4
"to convert",4
"to describe",4
"to determine",4
"to die",4
"to discover",4
"to do what",4
"to doing",4
"to draw",4
"to drive",4
"to dry",4
"to earn",4
"to enter the",4
"to experience",4
"to face",4
"to film",4
"to flee",4
"to fly",4
"to follow the",4
"to get his",4
"to get into",4
"to get me",4
"to get out",4
"to get there",4
"to get you",4
"to give the",4
"to go the",4
"to good",4
"to have an",4
"to head",4
"to high",4
"to him and",4
"to hit the",4
"to imagine",4
"to la",4
"to last",4
"to lead",4
"to look for",4
"to lose",4
"to marry",4
"to match",4
"to milwaukee",4
"to mind",4
"to name",4
"to on",4
"to one of",4
"to play with",4
"to prove",4
"to recognize",4
"to reflect",4
"to remember that",4
"to remove the",4
"to replace",4
"to rise",4
"to rt",4
"to say to",4
"to see it",4
"to see this",4
"to self",4
"to share the",4
"to share with",4
"to show you",4
"to shut",4
"to solve",4
"to state",4
"to steal",4
"to succeed",4
"to success",4
"to take care",4
"to take my",4
"to tell the",4
"to the doctors",4
"to the end",4
"to the house",4
"to the left",4
"to the movies",4
"to the pan",4
"to the state",4
"to this day",4
"to to",4
"to top",4
"to travel",4
"to try to",4
"to two",4
"to understand how",4
"to understand the",4
"to use a",4
"to vote",4
"to wait for",4
"to wake",4
"to want",4
"to where",4
"to who",4
"to wonder",4
"to work for",4
"to worry about",4
"to writing",4
"to yourself",4
"today and i",4
"today he",4
"today is the",4
"today lol",4
"toes",4
"together for",4
"together in a",4
"together to",4
"toilet paper",4
"tolerate",4
"tomorrow's",4
"tomorrow i",4
"tongue",4
"tonight's",4
"tonight and",4
"too cute",4
"too hard",4
"too hot",4
"too it's",4
"too late to",4
"too often",4
"took out",4
"took over",4
"tool for",4
"topps",4
"total of",4
"touch the",4
"touches",4
"toward the",4
"town for",4
"toy",4
"tradition",4
"trafficking",4
"tragic",4
"transferred",4
"transparency",4
"travels",4
"tray",4
"tread",4
"treasury",4
"trending",4
"triangle",4
"trio",4
"trophy",4
"trouble with",4
"trucks",4
"true story",4
"truth of",4
"try the",4
"try this",4
"tsp",4
"tucson",4
"tune in",4
"tuned for",4
"tunes",4
"tunnel",4
"turn a",4
"turn off",4
"turn that",4
"turned on",4
"turnout",4
"turns out i",4
"tutorial",4
"tweet me",4
"tweetdeck",4
"twelve",4
"twitter and",4
"twitter to",4
"two months",4
"txt",4
"ty",4
"tyres",4
"u guys",4
"u have a",4
"u i",4
"u in",4
"u just",4
"u lol",4
"u up",4
"u were",4
"umm",4
"unbelievable",4
"uncommon",4
"understand why",4
"underway",4
"unfortunately i",4
"units",4
"universe is the",4
"unleash",4
"unlike the",4
"until it is",4
"until now",4
"until we",4
"up again",4
"up all",4
"up an",4
"up as",4
"up at night",4
"up at the",4
"up being",4
"up but",4
"up for a",4
"up going",4
"up her",4
"up if",4
"up is",4
"up just",4
"up like",4
"up on a",4
"up soon",4
"up to this",4
"us government",4
"us out",4
"use one",4
"use to",4
"used in",4
"used to the",4
"vanity",4
"variation",4
"vary",4
"vehicles",4
"vein",4
"vernon",4
"very busy",4
"very difficult",4
"very first",4
"very sweet",4
"victim",4
"victor",4
"vinyl",4
"violation",4
"virtually",4
"virtues",4
"visible",4
"visits",4
"vital",4
"vol",4
"voted for",4
"walk around",4
"wanna be",4
"wanna go to",4
"want her",4
"want me to",4
"want some",4
"want to go",4
"want to learn",4
"want to make",4
"want you",4
"wanted it",4
"wanted to do",4
"war on",4
"wardrobe",4
"warner",4
"was a bit",4
"was almost",4
"was at the",4
"was being",4
"was cooked",4
"was cool",4
"was expecting",4
"was from",4
"was having",4
"was he",4
"was indeed",4
"was intended",4
"was looking at",4
"was lucky",4
"was nice",4
"was of",4
"was on a",4
"was over",4
"was ready",4
"was running",4
"was standing",4
"was still",4
"was surprised",4
"was the best",4
"was the most",4
"was time to",4
"was too",4
"was watching",4
"was what i",4
"was wrong",4
"was you",4
"washing",4
"waste of",4
"watch for",4
"watch this",4
"watches",4
"watering",4
"waves",4
"way down",4
"way the",4
"way to get",4
"way up",4
"way we",4
"way you are",4
"we'll get",4
"we're just",4
"we appreciate",4
"we are not",4
"we become",4
"we believe",4
"we can do",4
"we cannot",4
"we celebrated",4
"we come",4
"we couldn't",4
"we decided to",4
"we didn't",4
"we do not",4
"we eat",4
"we get to",4
"we going",4
"we miss you",4
"we saw a",4
