"term","freq"
"in many",7
"in milwaukee",7
"in public",7
"in real",7
"in school",7
"in with",7
"inspired by",7
"is at",7
"is awesome",7
"is back",7
"is better",7
"is definitely",7
"is hard",7
"is playing",7
"is quite",7
"is right",7
"is when",7
"is working",7
"it's okay",7
"it came",7
"it goes",7
"it going",7
"it happen",7
"it happened",7
"it looked",7
"it must",7
"it not",7
"it off",7
"its like",7
"job of",7
"just love",7
"keep your",7
"key to",7
"kinds of",7
"know a",7
"know is",7
"least i",7
"leave it",7
"leave me",7
"let them",7
"life as",7
"life to",7
"like when",7
"like your",7
"lives in",7
"loss of",7
"lot more",7
"loved it",7
"mad men",7
"make one",7
"make up",7
"makes a",7
"makes sense",7
"man i",7
"matter of",7
"matter what",7
"me about",7
"me at",7
"me crazy",7
"me from",7
"me like",7
"me now",7
"me off",7
"me out",7
"me some",7
"me think",7
"mean i",7
"mean the",7
"minutes to",7
"moment of",7
"months ago",7
"more info",7
"more information",7
"music is",7
"my big",7
"my car",7
"my card",7
"my childhood",7
"my dog",7
"my feet",7
"my little",7
"my next",7
"my personal",7
"my sisters",7
"my wife",7
"need it",7
"need more",7
"never be",7
"never seen",7
"new album",7
"new one",7
"night at",7
"night of",7
"no i",7
"no problem",7
"no reason",7
"no you",7
"not an",7
"not at",7
"not one",7
"now a",7
"now to",7
"now we",7
"now you",7
"of making",7
"of mine",7
"of no",7
"of old",7
"of self",7
"of spring",7
"of water",7
"of year",7
"oh i",7
"on fb",7
"on may",7
"on right",7
"on tuesday",7
"on wednesday",7
"on with",7
"one another",7
"one was",7
"only two",7
"open a",7
"or whatever",7
"or you",7
"order of",7
"osama bin",7
"other hand",7
"our first",7
"out here",7
"out some",7
"over it",7
"people have",7
"person to",7
"place and",7
"play in",7
"playing in",7
"point out",7
"post it",7
"power to",7
"purpose of",7
"put in",7
"r r",7
"really was",7
"refer to",7
"relationship with",7
"required to",7
"right away",7
"room with",7
"rt it",7
"rt so",7
"rt we",7
"said she",7
"said we",7
"say hi",7
"school and",7
"she can",7
"should go",7
"show and",7
"show in",7
"side and",7
"since we",7
"sitting at",7
"so awesome",7
"so bad",7
"so called",7
"so easy",7
"so it's",7
"so tired",7
"some new",7
"some point",7
"someone else",7
"someone to",7
"something i",7
"something on",7
"sometimes i",7
"sorry for",7
"sound like",7
"sounds good",7
"space and",7
"spend a",7
"spread the",7
"spring break",7
"stand up",7
"still on",7
"stop the",7
"story is",7
"story of",7
"surprised to",7
"sweet potato",7
"take me",7
"take my",7
"talked to",7
"tell him",7
"tell the",7
"th and",7
"than it",7
"than most",7
"than that",7
"thank u",7
"that all",7
"that everyone",7
"that kind",7
"that may",7
"that other",7
"that really",7
"that shit",7
"that these",7
"the above",7
"the album",7
"the author",7
"the bathroom",7
"the books",7
"the boys",7
"the budget",7
"the cake",7
"the card",7
"the changes",7
"the court",7
"the field",7
"the focus",7
"the fuck",7
"the games",7
"the girl",7
"the grand",7
"the hard",7
"the heat",7
"the ice",7
"the inside",7
"the issues",7
"the law",7
"the level",7
"the matter",7
"the menu",7
"the names",7
"the nba",7
"the nurse",7
"the paper",7
"the plan",7
"the pool",7
"the remaining",7
"the set",7
"the smell",7
"the student",7
"the studio",7
"the support",7
"the sweet",7
"the the",7
"the thought",7
"the track",7
"the tv",7
"the uk",7
"the university",7
"the website",7
"them a",7
"them out",7
"them with",7
"then there",7
"there to",7
"these people",7
"they said",7
"they want",7
"things for",7
"things we",7
"think he",7
"think we",7
"third of",7
"this a",7
"this am",7
"this if",7
"this series",7
"this song",7
"time when",7
"times and",7
"times in",7
"to become",7
"to convince",7
"to death",7
"to develop",7
"to each",7
"to explain",7
"to explore",7
"to feed",7
"to fit",7
"to hit",7
"to how",7
"to life",7
"to new",7
"to pass",7
"to protect",7
"to reach",7
"to serve",7
"today we",7
"today with",7
"together in",7
"tomorrow at",7
"tons of",7
"too far",7
"too i",7
"turn on",7
"universe is",7
"until they",7
"up from",7
"us are",7
"us we",7
"using it",7
"value of",7
"very different",7
"very excited",7
"very interesting",7
"visit the",7
"waiting to",7
"was born",7
"was thinking",7
"was trying",7
"watch a",7
"watched the",7
"we'll have",7
"we've been",7
"we can't",7
"we like",7
"we saw",7
"we think",7
"week of",7
"weekend and",7
"well to",7
"were on",7
"what about",7
"when my",7
"when u",7
"whenever i",7
"where did",7
"where it",7
"where to",7
"while in",7
"while we",7
"while you",7
"whole day",7
"whole thing",7
"why you",7
"will find",7
"will the",7
"will win",7
"with another",7
"with both",7
"with more",7
"with others",7
"with so",7
"with what",7
"woman in",7
"wonder what",7
"wondering if",7
"wont be",7
"work out",7
"work to",7
"world is",7
"world to",7
"worried about",7
"worry about",7
"worse than",7
"would come",7
"would go",7
"year to",7
"you're in",7
"you're not",7
"you ask",7
"you be",7
"you believe",7
"you my",7
"you only",7
"you or",7
"you seen",7
"you won't",7
"your body",7
"your face",7
"your phone",7
"your thoughts",7
"a baby",6
"a beer",6
"a black",6
"a brand",6
"a choice",6
"a constant",6
"a dark",6
"a date",6
"a fool",6
"a former",6
"a gift",6
"a hot",6
"a hotel",6
"a less",6
"a life",6
"a lil",6
"a line",6
"a mini",6
"a mother",6
"a national",6
"a novel",6
"a personal",6
"a photo",6
"a rather",6
"a ring",6
"a row",6
"a sense",6
"a set",6
"a sign",6
"a similar",6
"a snack",6
"a state",6
"a strong",6
"a sweet",6
"a us",6
"a variety",6
"a video",6
"a white",6
"a winner",6
"a world",6
"about these",6
"accept the",6
"actually a",6
"added a",6
"addicted to",6
"advantage of",6
"after it",6
"after work",6
"ago and",6
"agree with",6
"all around",6
"all for",6
"all he",6
"allowed to",6
"already have",6
"also for",6
"am feeling",6
"am to",6
"am very",6
"am with",6
"america and",6
"an album",6
"an end",6
"an example",6
"an excellent",6
"an iphone",6
"and add",6
"and another",6
"and back",6
"and by",6
"and call",6
"and can't",6
"and continue",6
"and didn't",6
"and down",6
"and drink",6
"and everything",6
"and family",6
"and finally",6
"and find",6
"and friends",6
"and give",6
"and good",6
"and here",6
"and into",6
"and lots",6
"and miss",6
"and new",6
"and putting",6
"and read",6
"and ready",6
"and saw",6
"and set",6
"and thought",6
"and thus",6
"and time",6
"and use",6
"and well",6
"and went",6
"and were",6
"and where",6
"another day",6
"any way",6
"anything i",6
"anything that",6
"apart from",6
"are always",6
"are awesome",6
"are funny",6
"are getting",6
"are gonna",6
"are most",6
"are one",6
"are they",6
"around here",6
"art and",6
"asking for",6
"assume that",6
"at any",6
"at for",6
"at how",6
"at in",6
"at its",6
"at lunch",6
"at on",6
"at their",6
"at times",6
"attempting to",6
"available to",6
"aware of",6
"away for",6
"awkward moment",6
"b a",6
"back for",6
"back when",6
"bay area",6
"be all",6
"be fun",6
"be hard",6
"be like",6
"be one",6
"because i'm",6
"because she",6
"become more",6
"becomes a",6
"been done",6
"been in",6
"been told",6
"before my",6
"begin to",6
"begin with",6
"behind me",6
"being on",6
"believe i",6
"believe it",6
"better be",6
"better i",6
"beyond the",6
"birthday to",6
"bit and",6
"blog post",6
"bout to",6
"build a",6
"but more",6
"but thats",6
"by their",6
"call the",6
"came home",6
"came in",6
"can't handle",6
"can't stand",6
"can't stop",6
"can just",6
"can never",6
"can say",6
"can take",6
"car and",6
"card and",6
"care about",6
"change in",6
"changed the",6
"choice of",6
"choose to",6
"city and",6
"combination of",6
"come into",6
"come with",6
"coming back",6
"coming from",6
"common sense",6
"connect with",6
"could say",6
"couldn't get",6
"customer service",6
"cuz u",6
"deserves to",6
"did he",6
"didnt know",6
"different than",6
"director of",6
"do people",6
"do when",6
"doing well",6
"don't give",6
"don't miss",6
"don't talk",6
"don't you",6
"done a",6
"down in",6
"down on",6
"dying to",6
"each time",6
"easier to",6
"email address",6
"end i",6
"energy and",6
"episode of",6
"even a",6
"even have",6
"ever been",6
"ever get",6
"every one",6
"everyone else",6
"everyone should",6
"everything else",6
"experience of",6
"eyes and",6
"falls in",6
"far from",6
"far more",6
"favorite song",6
"feel a",6
"feeling the",6
"few times",6
"few weeks",6
"fight for",6
"figuring out",6
"fired up",6
"first place",6
"first to",6
"follow up",6
"for about",6
"for anyone",6
"for christmas",6
"for days",6
"for kids",6
"for lunch",6
"for many",6
"for most",6
"for next",6
"for stopping",6
"for such",6
"for themselves",6
"for today",6
"four years",6
"friday and",6
"friday night",6
"friend of",6
"friends with",6
"from all",6
"from being",6
"from last",6
"from that",6
"from what",6
"fuck you",6
"game of",6
"get all",6
"get her",6
"get off",6
"get rid",6
"get them",6
"getting it",6
"given the",6
"glass of",6
"go follow",6
"go into",6
"go the",6
"goal is",6
"god bless",6
"going for",6
"going into",6
"going through",6
"good people",6
"good stuff",6
"good work",6
"got home",6
"gotta get",6
"great deal",6
"great for",6
"great way",6
"green and",6
"grow old",6
"guess what",6
"had it",6
"hands on",6
"happens when",6
"hate you",6
"have always",6
"have decided",6
"have me",6
"have something",6
"have three",6
"he doesn't",6
"he doesnt",6
"he gets",6
"he knows",6
"he loves",6
"he made",6
"he told",6
"he took",6
"help but",6
"her and",6
"her hair",6
"her on",6
"her own",6
"here's a",6
"here if",6
"here it",6
"high and",6
"him a",6
"him i",6
"his first",6
"hit up",6
"hole in",6
"home for",6
"house i",6
"house of",6
"how come",6
"how does",6
"how your",6
"however i",6
"however the",6
"hundreds of",6
"i'll do",6
"i'll just",6
"i'm already",6
"i'm excited",6
"i'm good",6
"i'm looking",6
"i'm on",6
"i'm ready",6
"i'm taking",6
"i'm thinking",6
"i'm trying",6
"i'm working",6
"i've had",6
"i've never",6
"i checked",6
"i enjoyed",6
"i ever",6
"i fell",6
"i first",6
"i make",6
"i now",6
"i the",6
"i wake",6
"i woke",6
"id be",6
"idea what",6
"if only",6
"if youre",6
"in chicago",6
"in general",6
"in history",6
"in june",6
"in life",6
"in me",6
"in particular",6
"in place",6
"in texas",6
"in them",6
"information about",6
"inside and",6
"interest in",6
"interesting to",6
"is because",6
"is gonna",6
"is he",6
"is if",6
"is important",6
"is making",6
"is never",6
"is of",6
"is often",6
"is perfect",6
"is starting",6
"is today",6
"is up",6
"is way",6
"it's all",6
"it's in",6
"it's pretty",6
"it before",6
"it do",6
"it had",6
"it here",6
"it i'm",6
"it like",6
"it lol",6
"it never",6
"it over",6
"it rt",6
"it says",6
"it turns",6
"it wasn't",6
"it were",6
"its almost",6
"its hard",6
"its time",6
"ive been",6
"job to",6
"just another",6
"just go",6
"just how",6
"just made",6
"just that",6
"just watched",6
"keep doing",6
"keep my",6
"keep on",6
"kids are",6
"know he",6
"know when",6
"know where",6
"known for",6
"last month",6
"last years",6
"leave the",6
"left in",6
"let go",6
"like i'm",6
"liked it",6
"likely that",6
"line the",6
"lines of",6
"listened to",6
"little girl",6
"little too",6
"live at",6
"live with",6
"lmao i",6
"long and",6
"long day",6
"long way",6
"looked like",6
"lost a",6
"lot to",6
"loud and",6
"love but",6
"lunch with",6
"made by",6
"made for",6
"made up",6
"made with",6
"make an",6
"many more",6
"maybe next",6
"me an",6
"me say",6
"me thinking",6
"me was",6
"mean you",6
"means a",6
"means to",6
"meant to",6
"middle school",6
"miles from",6
"minutes of",6
"mix of",6
"moment i",6
"month and",6
"more for",6
"more i",6
"more often",6
"morning and",6
"movie is",6
"my children",6
"my computer",6
"my dream",6
"my fav",6
"my girl",6
"my hand",6
"my stomach",6
"my team",6
"my thoughts",6
"my whole",6
"name and",6
"need the",6
"needed a",6
"never had",6
"new followers",6
"new song",6
"night before",6
"not exactly",6
"not follow",6
"not quite",6
"not want",6
"not you",6
"nothing is",6
"now he",6
"now if",6
"now is",6
"of day",6
"of different",6
"of every",6
"of food",6
"of fresh",6
"of information",6
"of many",6
"of men",6
"of music",6
"of tea",6
"of who",6
"of wine",6
"of women",6
"of working",6
"off my",6
"oh it's",6
"oh you",6
"ok i",6
"old and",6
"old fashioned",6
"old man",6
"olive oil",6
"omg i",6
"on all",6
"on at",6
"on fire",6
"on getting",6
"on here",6
"on its",6
"on one",6
"on sale",6
"one and",6
"one direction",6
"one time",6
"only for",6
"only have",6
"open to",6
"opening of",6
"or her",6
"or some",6
"other things",6
"ought to",6
"our community",6
"our house",6
"out by",6
"out more",6
"over at",6
"over i",6
"over my",6
"past years",6
"people can",6
"people of",6
"people still",6
"people will",6
"person i",6
"pictures on",6
"place for",6
"plan for",6
"play a",6
"play the",6
"playing with",6
"pleased to",6
"pm pm",6
"post and",6
"prepare for",6
"president of",6
"problems and",6
"put him",6
"put my",6
"putting the",6
"rather be",6
"reading the",6
"realized i",6
"realized that",6
"really cool",6
"really like",6
"really need",6
"recipe for",6
"reference to",6
"regardless of",6
"respond to",6
"review of",6
"right about",6
"right or",6
"right thing",6
"rights of",6
"rt you",6
"run in",6
"run into",6
"safe and",6
"said in",6
"said they",6
"same here",6
"sat down",6
"save the",6
"says it",6
"says that",6
"says the",6
"school in",6
"school to",6
"searching for",6
"see and",6
"see me",6
"seem like",6
"seems a",6
"send a",6
"send you",6
"sent me",6
"set the",6
"setting up",6
"several times",6
"she could",6
"she did",6
"she just",6
"she says",6
"show on",6
"show up",6
"sitting in",6
"sleep and",6
"sleep in",6
"so busy",6
"so here",6
"so not",6
"so pretty",6
"so proud",6
"so true",6
"some things",6
"someone is",6
"something for",6
"somewhere in",6
"sorry to",6
"source of",6
"speak to",6
"start a",6
"start of",6
"starting a",6
"still haven't",6
"still want",6
"stopping by",6
"story and",6
"sure i",6
"take some",6
"take that",6
"take to",6
"takes a",6
"taste of",6
"tell them",6
"tells me",6
"than my",6
"thank god",6
"thanks i",6
"that's good",6
"that's my",6
"that's right",6
"that but",6
"that doesn't",6
"that even",6
"that game",6
"that god",6
"that his",6
"that many",6
"that never",6
"that on",6
"that only",6
"that said",6
"that should",6
"that so",6
"that song",6
"that to",6
"thats what",6
"the age",6
"the bible",6
"the birds",6
"the board",6
"the british",6
"the chance",6
"the cheese",6
"the chicken",6
"the child",6
"the community",6
"the conference",6
"the cool",6
"the days",6
"the decision",6
"the department",6
"the doctors",6
"the dough",6
"the draft",6
"the early",6
"the eye",6
"the fish",6
"the five",6
"the general",6
"the gold",6
"the government",6
"the island",6
"the lakers",6
"the late",6
"the less",6
"the mark",6
"the mood",6
"the network",6
"the nfl",6
"the north",6
"the official",6
"the opening",6
"the pain",6
"the pan",6
"the pictures",6
"the race",6
"the recent",6
"the region",6
"the relationship",6
"the results",6
"the rise",6
"the shower",6
"the sound",6
"the source",6
"the stairs",6
"the stuff",6
"the system",6
"the traditional",6
"the twitter",6
"the ultimate",6
"the warm",6
"the winner",6
"the wonderful",6
"the works",6
"the young",6
"the youth",6
"their children",6
"them so",6
"them the",6
"there it",6
"theres a",6
"these guys",6
"they also",6
"they must",6
"things in",6
"think my",6
"this article",6
"this girl",6
"this kind",6
"this part",6
"this place",6
"this project",6
"this show",6
"this way",6
"this would",6
"thought he",6
"thought we",6
"time around",6
"time this",6
"time you",6
"to accept",6
"to avoid",6
"to being",6
"to blame",6
"to break",6
"to connect",6
"to continue",6
"to decide",6
"to deliver",6
"to everyone",6
"to fill",6
"to focus",6
"to forget",6
"to gain",6
"to judge",6
"to mention",6
"to more",6
"to obtain",6
"to participate",6
"to perform",6
"to pm",6
"to push",6
"to raise",6
"to reduce",6
"to respond",6
"to roll",6
"to someone",6
"to something",6
"to such",6
"to survive",6
"to these",6
"to twitter",6
"to wear",6
"to why",6
"today but",6
"today for",6
"today in",6
"today to",6
"together with",6
"told you",6
"tomorrow night",6
"tonight i",6
"tonight is",6
"too old",6
"top and",6
"totally agree",6
"try it",6
"try not",6
"two and",6
"two days",6
"u do",6
"u know",6
"u want",6
"until he",6
"until you",6
"up by",6
"up his",6
"upon the",6
"us again",6
"us but",6
"us that",6
"use of",6
"used for",6
"valentine's day",6
"very happy",6
"very long",6
"wait till",6
"waking up",6
"walk in",6
"wall and",6
"want it",6
"was awesome",6
"was for",6
"was fun",6
"was getting",6
"was here",6
"was i",6
"was quite",6
"was talking",6
"was time",6
"was wondering",6
"watch it",6
"water and",6
"way out",6
"we're not",6
"we both",6
"we dont",6
"we hope",6
"we live",6
"we made",6
"we make",6
"we only",6
"we walked",6
"weather is",6
"weekend in",6
"well at",6
"well i'm",6
"well if",6
"were doing",6
"were still",6
"what u",6
"what you're",6
"whatever it",6
"whatever you",6
"whats up",6
"when there",6
"when will",6
"where a",6
"where there",6
"which has",6
"which we",6
"white house",6
"why did",6
"will also",6
"will change",6
"will go",6
"winner of",6
"with family",6
"with in",6
"with little",6
"with love",6
"with someone",6
"with such",6
"with two",6
"work of",6
"world of",6
"worth the",6
"would it",6
"would think",6
"yea i",6
"year but",6
"year for",6
"year in",6
"year it",6
"years since",6
"yes but",6
"york ny",6
"you're going",6
"you've got",6
"you both",6
"you come",6
"you down",6
"you i'm",6
"you keep",6
"you live",6
"you more",6
"you reading",6
"you today",6
"you who",6
"your day",6
"your dreams",6
"your mind",6
"your music",6
"your so",6
"your time",6
"your tweets",6
"yourself and",6
"'s and",5
"a bag",5
"a blog",5
"a body",5
"a bowl",5
"a call",5
"a case",5
"a cell",5
"a chair",5
"a change",5
"a comment",5
"a cute",5
"a decent",5
"a deep",5
"a doctor",5
"a fabulous",5
"a feeling",5
"a food",5
"a future",5
"a general",5
"a goal",5
"a head",5
"a history",5
"a hole",5
"a home",5
"a joke",5
"a lifetime",5
"a meeting",5
"a member",5
"a mile",5
"a million",5
"a name",5
"a night",5
"a normal",5
"a pack",5
"a parent",5
"a party",5
"a pic",5
"a positive",5
"a powerful",5
"a private",5
"a product",5
"a red",5
"a request",5
"a review",5
"a role",5
"a run",5
"a shit",5
"a side",5
"a strange",5
"a super",5
"a text",5
"a thousand",5
"a ton",5
"a wide",5
"about doing",5
"about having",5
"about i",5
"about in",5
"about is",5
"about us",5
"above the",5
"absolutely nothing",5
"act as",5
"acts of",5
"actually see",5
"added to",5
"addition to",5
"admit that",5
"afraid to",5
"after being",5
"again this",5
"age of",5
"all and",5
"all but",5
"all good",5
"all have",5
"all together",5
"all too",5
"almost every",5
"alone i",5
"am pretty",5
"am sure",5
"amazing and",5
"an article",5
"an early",5
"an entire",5
"an eye",5
"an important",5
"an off",5
"an official",5
"an orange",5
"and 's",5
"and added",5
"and because",5
"and big",5
"and coming",5
"and cut",5
"and desires",5
"and everyone",5
"and gave",5
"and great",5
"and hear",5
"and i'd",5
"and less",5
"and let",5
"and little",5
"and move",5
"and parents",5
"and playing",5
"and probably",5
"and run",5
"and serve",5
"and sometimes",5
"and stuff",5
"and th",5
"and things",5
"and those",5
"and three",5
"and two",5
"and very",5
"and want",5
"and we're",5
"and while",5
"and white",5
"and women",5
"and work",5
"answer is",5
"are good",5
"are great",5
"are likely",5
"are made",5
"are trying",5
"are two",5
"are well",5
"area of",5
"art of",5
"as hell",5
"as its",5
"as our",5
"as part",5
"as this",5
"aside from",5
"asked to",5
"at and",5
"at his",5
"at noon",5
"attempts to",5
"available and",5
"available for",5
"away and",5
"awesome i",5
"back out",5
"bad for",5
"bag and",5
"bar and",5
"be awesome",5
"be following",5
"be heard",5
"be home",5
"be honest",5
"be just",5
"be out",5
"be over",5
"be pretty",5
"be quite",5
"be safe",5
"be wrong",5
"became a",5
"because there",5
"been getting",5
"been looking",5
"been out",5
"been up",5
"been very",5
"beer in",5
"before she",5
"began to",5
"best in",5
"better and",5
"better in",5
"between and",5
"big difference",5
"birthday party",5
"birthday today",5
"bits of",5
"black universe",5
"blogs and",5
"board of",5
"book of",5
"book the",5
"born in",5
"both sides",5
"brought me",5
"business and",5
"business cards",5
"but after",5
"but all",5
"but as",5
"but because",5
"but did",5
"but his",5
"but let",5
"but that's",5
"but their",5
"but true",5
"by going",5
"by some",5
"by that",5
"call you",5
"came back",5
"can't find",5
"can't just",5
"can't see",5
"can't tell",5
"can always",5
"can buy",5
"can finally",5
"can keep",5
"can not",5
"can u",5
"cannot wait",5
"capable of",5
"card i",5
"care less",5
"case of",5
"caused by",5
"celebrate the",5
"cell phone",5
"certain that",5
"changes in",5
"city of",5
"clear that",5
"click on",5
"coffee and",5
"collection of",5
"come visit",5
"comes with",5
"coming out",5
"concerned about",5
"congrats and",5
"contact with",5
"control and",5
"control the",5
"cool i",5
"could i",5
"could just",5
"course we",5
"customer loyalty",5
"cut off",5
"cut the",5
"d and",5
"day a",5
"day before",5
"day off",5
"days to",5
"days when",5
"decided that",5
"definition of",5
"depending on",5
"did something",5
"did too",5
"didn't seem",5
"dinner and",5
"discovered that",5
"distance learning",5
"do love",5
"do my",5
"do some",5
"does a",5
"does that",5
"does this",5
"doesn't like",5
"doesn't mean",5
"doesnt seem",5
"doing my",5
"don't believe",5
"don't ever",5
"don't let",5
"done and",5
"done this",5
"dont even",5
"dont worry",5
"down my",5
"dream about",5
"dream is",5
"dude is",5
"during his",5
"each day",5
"each year",5
"earlier this",5
"email to",5
"enjoyed the",5
"enjoying my",5
"enjoying the",5
"enough of",5
"especially if",5
"even get",5
"ever be",5
"everything is",5
"experience with",5
"expression of",5
"fan i",5
"fans and",5
"february th",5
"feel about",5
"feel free",5
"feel so",5
"feel that",5
"feelings and",5
"film is",5
"finally got",5
"find myself",5
"find some",5
"find them",5
"find your",5
"fire and",5
"first day",5
"first round",5
"fit in",5
"follow my",5
"for free",5
"for getting",5
"for i",5
"for instance",5
"for its",5
"for life",5
"for months",5
"for sale",5
"for three",5
"for when",5
"for ya",5
"for yourself",5
"forget that",5
"friend and",5
"friend to",5
"friends in",5
"from getting",5
"from new",5
"from school",5
"from there",5
"from to",5
"from us",5
"from where",5
"from which",5
"fun of",5
"game for",5
"game i",5
"game on",5
"gave a",5
"gave us",5
"get an",5
"get down",5
"get enough",5
"get that",5
"get through",5
"get with",5
"gets to",5
"getting in",5
"give her",5
"given a",5
"giving a",5
"go there",5
"go wrong",5
"goes on",5
"going over",5
"good book",5
"good but",5
"good idea",5
"good movie",5
"good one",5
"good or",5
"good point",5
"good when",5
"got back",5
"got this",5
"got you",5
"gotta be",5
"grand narratives",5
"great but",5
"great i",5
"great meeting",5
"great thing",5
"green bay",5
"grocery store",5
"grown up",5
"guess i'm",5
"guess you",5
"guy i",5
"guy is",5
"guy who",5
"had enough",5
"had in",5
"had that",5
"had their",5
"half way",5
"happy thanksgiving",5
"happy that",5
"happy with",5
"hard enough",5
"hard for",5
"hard time",5
"has begun",5
"has come",5
"has done",5
"has given",5
"has gone",5
"has nothing",5
"hate it",5
"have become",5
"have given",5
"have gotten",5
"have heard",5
"have i",5
"have in",5
"have learned",5
"have lost",5
"have on",5
"have taken",5
"have that",5
"having been",5
"he's been",5
"he's the",5
"he didn't",5
"he likes",5
"he lives",5
"he must",5
"he needed",5
"he really",5
"he saw",5
"head coach",5
"hear it",5
"hear that",5
"heard the",5
"heart attack",5
"her life",5
"her mother",5
"her son",5
"her up",5
"here but",5
"here or",5
"hey hey",5
"highly recommend",5
"him but",5
"him that",5
"him with",5
"his arms",5
"his head",5
"his or",5
"his people",5
"history and",5
"home in",5
"hong kong",5
"hope i",5
"hope this",5
"hope u",5
"hopefully i",5
"hotel room",5
"hours and",5
"hours in",5
"how he",5
"how she",5
"how was",5
"human rights",5
"husband and",5
"i'd like",5
"i'll go",5
"i'll never",5
"i'm about",5
"i'm done",5
"i'm guessing",5
"i'm hoping",5
"i'm the",5
"i'm tired",5
"i'm up",5
"i've heard",5
"i've written",5
"i almost",5
"i cooked",5
"i definitely",5
"i forget",5
"i gave",5
"i grew",5
"i plan",5
"i stamped",5
"i truly",5
"i turned",5
"i understand",5
"i walk",5
"i watch",5
"id like",5
"idk why",5
"if its",5
"if one",5
"if you'd",5
"im just",5
"im still",5
"image of",5
"images of",5
"important than",5
"in '",5
"in august",5
"in bed",5
"in california",5
"in case",5
"in fear",5
"in full",5
"in half",5
"in hand",5
"in heaven",5
"in minutes",5
"in no",5
"in north",5
"in person",5
"in prison",5
"in reality",5
"in seattle",5
"in so",5
"in store",5
"in these",5
"in white",5
"information on",5
"intended to",5
"interesting and",5
"interpretation of",5
"into our",5
"involved in",5
"is absolutely",5
"is another",5
"is full",5
"is happening",5
"is having",5
"is much",5
"is out",5
"is over",5
"is possible",5
"is some",5
"is something",5
"is supposed",5
"is time",5
"is worth",5
"is you",5
"isn't a",5
"isn't it",5
"it'll be",5
"it's amazing",5
"it's an",5
"it's good",5
"it's only",5
"it's still",5
"it always",5
"it at",5
"it because",5
"it becomes",5
"it cannot",5
"it clear",5
"it didn't",5
"it done",5
"it even",5
"it its",5
"it sounds",5
"it sucks",5
"it tasted",5
"it thanks",5
"it then",5
"it they",5
"it went",5
"its so",5
"ive never",5
"jae ha",5
"join me",5
"join the",5
"just about",5
"just checked",5
"just didn't",5
"just do",5
"just dont",5
"just fine",5
"just let",5
"just make",5
"just something",5
"just take",5
"just wondering",5
"keep in",5
"knew i",5
"knew that",5
"know but",5
"know i'm",5
"know me",5
"know more",5
"know this",5
"knowing that",5
"knows how",5
"late to",5
"lately i",5
"later in",5
"learn about",5
"learn more",5
"learned about",5
"least you",5
"led to",5
"left and",5
"left the",5
"length of",5
"let's do",5
"lets get",5
"life i",5
"life it",5
"light of",5
"like being",5
"like in",5
"likes to",5
"line for",5
"little things",5
"little time",5
"live music",5
"living room",5
"lol but",5
"long before",5
"longer than",5
"looks so",5
"lost in",5
"lost my",5
"love being",5
"love i",5
"loving the",5
"lucky to",5
"mad at",5
"made from",5
"made in",5
"made this",5
"majority of",5
"make money",5
"make sense",5
"make some",5
"make this",5
"make us",5
"makes for",5
"man and",5
"man in",5
"man of",5
"man was",5
"manage to",5
"many other",5
"many things",5
"march and",5
"market for",5
"may th",5
"maybe i'll",5
"me again",5
"me down",5
"me get",5
"me go",5
"me happy",5
"me how",5
"me lol",5
"me more",5
"me not",5
"me smile",5
"mean it",5
"measure of",5
"meeting you",5
"memories of",5
"memory of",5
"men in",5
"messed up",5
"michael jackson",5
"middle class",5
"middle east",5
"might come",5
"mind a",5
"mind is",5
"minutes until",5
"miss out",5
"missed the",5
"mom and",5
"moment we",5
"money for",5
"month of",5
"more days",5
"more followers",5
"more important",5
"more likely",5
"morning everyone",5
"morning i",5
"much easier",5
"murder of",5
"music in",5
"my back",5
"my boyfriend",5
"my bro",5
"my christmas",5
"my cousin",5
"my dreams",5
"my eye",5
"my father",5
"my ipod",5
"my man",5
"my money",5
"my mouth",5
"my music",5
"my nails",5
"my pleasure",5
"my point",5
"my school",5
"my th",5
"my very",5
"myself a",5
"name it",5
"names of",5
"nature of",5
"need an",5
"never really",5
"new website",5
"next few",5
"next weekend",5
"night i",5
"night in",5
"no it",5
"north america",5
"not been",5
"not do",5
"not enough",5
"not entirely",5
"not everyone",5
"not make",5
"not much",5
"not think",5
"noticed that",5
"now its",5
"now so",5
"of american",5
"of both",5
"of business",5
"of christ",5
"of coffee",5
"of each",5
"of everything",5
"of high",5
"of hot",5
"of in",5
"of just",5
"of luck",5
"of not",5
"of others",5
"of paper",5
"of person",5
"of playing",5
"of several",5
"of shit",5
"of success",5
"of such",5
"of times",5
"of trying",5
"of weeks",5
"of work",5
"of writing",5
"off a",5
"off on",5
"oh how",5
"oh no",5
"oh oh",5
"oh the",5
"oil and",5
"old school",5
"on both",5
"on february",5
"on for",5
"on i",5
"on line",5
"on monday",5
"on site",5
"on these",5
"on track",5
"on tv",5
"once a",5
"once we",5
"one but",5
"one hand",5
"one night",5
"one with",5
"one would",5
"online and",5
"only about",5
"only has",5
"open and",5
"opening day",5
"opposed to",5
"opposite of",5
"or if",5
"or less",5
"or on",5
"or your",5
"other side",5
"other words",5
"our hearts",5
"our local",5
"out if",5
"out loud",5
"out our",5
"out right",5
"out today",5
"over for",5
"over with",5
"overall i",5
"parents and",5
"park and",5
"party and",5
"past few",5
"peanut butter",5
"people at",5
"people think",5
"perhaps i",5
"photos of",5
"pics of",5
"place is",5
