"term","freq"
"up in",44
"and he",43
"around the",43
"first time",43
"hope you",43
"looking for",43
"of all",43
"this weekend",43
"to help",43
"working on",43
"and to",42
"are a",42
"be able",42
"get it",42
"having a",42
"he said",42
"is one",42
"my favorite",42
"out there",42
"she was",42
"the house",42
"the one",42
"would have",42
"you don't",42
"you get",42
"and not",41
"decided to",41
"for your",41
"it's not",41
"of us",41
"tell me",41
"that he",41
"up on",41
"we need",41
"with you",41
"after the",40
"as we",40
"could be",40
"i wanted",40
"if it",40
"if the",40
"it all",40
"it out",40
"on this",40
"think about",40
"will have",40
"you need",40
"can you",39
"couple of",39
"did not",39
"feel like",39
"from my",39
"happy birthday",39
"i wish",39
"in fact",39
"in his",39
"in that",39
"it a",39
"it in",39
"know how",39
"look at",39
"me a",39
"the night",39
"to hear",39
"we will",39
"with me",39
"and they",38
"at all",38
"during the",38
"had been",38
"i'm going",38
"i didnt",38
"listening to",38
"looking forward",38
"make a",38
"new york",38
"not the",38
"ready for",38
"talking about",38
"that she",38
"that would",38
"the us",38
"to know",38
"to use",38
"what are",38
"when it",38
"you in",38
"a day",37
"for our",37
"for some",37
"got to",37
"have you",37
"i see",37
"it for",37
"just got",37
"like i",37
"needs to",37
"so far",37
"what is",37
"when they",37
"you should",37
"do i",36
"does not",36
"i saw",36
"i still",36
"less than",36
"like it",36
"me the",36
"must be",36
"on your",36
"the rest",36
"their own",36
"time i",36
"to meet",36
"to your",36
"too much",36
"about a",35
"be in",35
"i'll be",35
"i'm a",35
"i found",35
"i should",35
"in one",35
"is going",35
"is still",35
"it on",35
"like that",35
"like this",35
"my friend",35
"need a",35
"not be",35
"of what",35
"off to",35
"than a",35
"the past",35
"the top",35
"the two",35
"the year",35
"to all",35
"what the",35
"you guys",35
"a year",34
"all day",34
"are not",34
"i said",34
"in and",34
"is on",34
"it just",34
"its a",34
"make sure",34
"of those",34
"or a",34
"tell you",34
"the th",34
"to keep",34
"to our",34
"went to",34
"who are",34
"you just",34
"a week",33
"a while",33
"according to",33
"and is",33
"are in",33
"at my",33
"back in",33
"don't have",33
"get the",33
"if we",33
"in order",33
"is just",33
"is no",33
"might be",33
"rather than",33
"take a",33
"think i",33
"this one",33
"thought i",33
"time for",33
"to this",33
"when he",33
"you a",33
"about this",32
"and now",32
"away from",32
"going on",32
"i made",32
"in an",32
"in their",32
"instead of",32
"is in",32
"is my",32
"should have",32
"than the",32
"that will",32
"the people",32
"to eat",32
"to his",32
"to play",32
"up a",32
"wait for",32
"well as",32
"with it",32
"you could",32
"a small",31
"as he",31
"as much",31
"bit of",31
"can i",31
"enough to",31
"good to",31
"him to",31
"how many",31
"in it",31
"know i",31
"made it",31
"makes me",31
"of an",31
"on it",31
"so that",31
"so we",31
"the follow",31
"to start",31
"today i",31
"up for",31
"was in",31
"a time",30
"am i",30
"at pm",30
"because of",30
"but i'm",30
"do the",30
"had the",30
"hard to",30
"i went",30
"life is",30
"love it",30
"me know",30
"my mom",30
"of people",30
"on twitter",30
"talk to",30
"thinking about",30
"those who",30
"to give",30
"to talk",30
"to watch",30
"try to",30
"was not",30
"was so",30
"what we",30
"with your",30
"a bad",29
"be on",29
"come to",29
"do that",29
"down the",29
"gonna be",29
"has to",29
"have no",29
"how i",29
"i've been",29
"is also",29
"me that",29
"my first",29
"next to",29
"next week",29
"of that",29
"on our",29
"talk about",29
"the second",29
"to look",29
"wants to",29
"wish i",29
"yeah i",29
"you were",29
"after a",28
"all my",28
"and get",28
"and in",28
"as you",28
"being a",28
"better than",28
"but they",28
"even if",28
"for that",28
"how about",28
"i also",28
"i felt",28
"it the",28
"it up",28
"my new",28
"not sure",28
"now i",28
"number of",28
"order to",28
"the fact",28
"the story",28
"the very",28
"think that",28
"to live",28
"to share",28
"to try",28
"was going",28
"where i",28
"why i",28
"will not",28
"years ago",28
"you can't",28
"you like",28
"you see",28
"you too",28
"your own",28
"a nice",27
"all over",27
"and his",27
"and i'm",27
"and its",27
"and what",27
"are going",27
"as an",27
"at work",27
"before the",27
"but you",27
"can do",27
"get some",27
"in front",27
"in her",27
"last week",27
"last year",27
"much as",27
"my mind",27
"not only",27
"on her",27
"rest of",27
"so you",27
"supposed to",27
"the good",27
"them to",27
"then i",27
"there were",27
"time and",27
"to her",27
"to him",27
"to sleep",27
"tried to",27
"up at",27
"was just",27
"we all",27
"with some",27
"you all",27
"you would",27
"a friend",26
"about to",26
"across the",26
"and as",26
"but not",26
"each other",26
"front of",26
"give you",26
"good luck",26
"he would",26
"here is",26
"i'm so",26
"i mean",26
"i miss",26
"if he",26
"in which",26
"like you",26
"listen to",26
"live in",26
"make me",26
"many of",26
"miss you",26
"my own",26
"not have",26
"of her",26
"of me",26
"one is",26
"say that",26
"such as",26
"that a",26
"the book",26
"the future",26
"the middle",26
"these are",26
"think of",26
"to learn",26
"to put",26
"us to",26
"with us",26
"and how",25
"as they",25
"between the",25
"but there",25
"did i",25
"down to",25
"fact that",25
"for it",25
"get my",25
"how the",25
"i never",25
"if your",25
"im not",25
"is this",25
"me in",25
"my head",25
"my phone",25
"on that",25
"or not",25
"or the",25
"out in",25
"out with",25
"seem to",25
"sort of",25
"them and",25
"to follow",25
"told me",25
"what do",25
"which i",25
"would love",25
"your life",25
"a real",24
"all i",24
"all that",24
"and have",24
"and more",24
"and she",24
"at home",24
"at this",24
"before i",24
"day of",24
"do a",24
"for an",24
"for following",24
"good morning",24
"how are",24
"how do",24
"i always",24
"i haven't",24
"it's been",24
"it seems",24
"its not",24
"just like",24
"know the",24
"me on",24
"not just",24
"one day",24
"people in",24
"she has",24
"sure to",24
"that one",24
"that this",24
"the city",24
"the entire",24
"the morning",24
"the state",24
"the sun",24
"the weekend",24
"this was",24
"to that",24
"to think",24
"use the",24
"we could",24
"welcome to",24
"what it",24
"you may",24
"a better",23
"along the",23
"along with",23
"and just",23
"any of",23
"because it",23
"become a",23
"but we",23
"call me",23
"come on",23
"do with",23
"for his",23
"for more",23
"has the",23
"have an",23
"high school",23
"i knew",23
"in love",23
"in there",23
"look like",23
"made the",23
"much more",23
"of time",23
"on his",23
"people are",23
"place to",23
"social media",23
"that in",23
"that my",23
"the man",23
"the real",23
"the truth",23
"the united",23
"the worst",23
"them in",23
"thing i",23
"to check",23
"today is",23
"we do",23
"where the",23
"will you",23
"with an",23
"with that",23
"year old",23
"you go",23
"you had",23
"a beautiful",22
"a chance",22
"a man",22
"a month",22
"about how",22
"am not",22
"and even",22
"and other",22
"and so",22
"and there",22
"as if",22
"chance to",22
"day and",22
"do this",22
"for her",22
"for him",22
"for us",22
"great day",22
"here and",22
"i might",22
"i used",22
"i wanna",22
"if they",22
"it comes",22
"it really",22
"just as",22
"little bit",22
"me for",22
"me up",22
"my heart",22
"my way",22
"not that",22
"now that",22
"oh my",22
"out my",22
"rt i",22
"see what",22
"seems to",22
"since i",22
"someone who",22
"the game",22
"the idea",22
"the word",22
"think it",22
"time of",22
"to bring",22
"to read",22
"to win",22
"today and",22
"we would",22
"with all",22
"a huge",21
"are some",21
"back and",21
"be sure",21
"be there",21
"can get",21
"day i",21
"day to",21
"don't want",21
"even though",21
"excited to",21
"follow back",21
"for their",21
"for them",21
"get your",21
"he did",21
"i decided",21
"i heard",21
"if you're",21
"is like",21
"know if",21
"lol i",21
"no longer",21
"of its",21
"out for",21
"over to",21
"pick up",21
"said that",21
"that if",21
"the beginning",21
"the big",21
"the country",21
"the door",21
"the final",21
"the kids",21
"the more",21
"the movie",21
"the season",21
"they will",21
"think the",21
"though i",21
"thought it",21
"time with",21
"to buy",21
"to create",21
"to for",21
"to run",21
"united states",21
"wake up",21
"why do",21
"with this",21
"you i",21
"a single",20
"a whole",20
"against the",20
"and if",20
"and when",20
"and your",20
"are so",20
"as it",20
"because they",20
"but a",20
"but in",20
"but it's",20
"come out",20
"come up",20
"comes to",20
"full of",20
"great to",20
"have had",20
"here in",20
"i'm in",20
"i believe",20
"idea of",20
"in all",20
"is there",20
"it's the",20
"made me",20
"make the",20
"me of",20
"me too",20
"new year",20
"now and",20
"see a",20
"side of",20
"since the",20
"some people",20
"that are",20
"the main",20
"the moment",20
"to an",20
"to their",20
"until the",20
"waiting for",20
"were the",20
"would like",20
"yes i",20
"you're welcome",20
"you dont",20
"you the",20
"a full",19
"a really",19
"an awesome",19
"and was",19
"based on",19
"be at",19
"can make",19
"each of",19
"every time",19
"few days",19
"for sure",19
"have any",19
"home and",19
"i cant",19
"i go",19
"i remember",19
"i wonder",19
"if she",19
"into my",19
"is more",19
"is now",19
"lack of",19
"long time",19
"looking at",19
"make you",19
"more about",19
"no matter",19
"only one",19
"out a",19
"out that",19
"pretty sure",19
"say i",19
"sense of",19
"something that",19
"take the",19
"that i'm",19
"the back",19
"the rt",19
"the s",19
"the water",19
"the weather",19
"there and",19
"they can",19
"to it",19
"to let",19
"under the",19
"want a",19
"was an",19
"was on",19
"who was",19
"will never",19
"with no",19
"wonder if",19
"you look",19
"you so",19
"a happy",18
"about that",18
"about you",18
"all your",18
"and it's",18
"and one",18
"and some",18
"and their",18
"as to",18
"believe in",18
"but if",18
"can see",18
"day in",18
"find out",18
"from me",18
"got my",18
"have some",18
"here i",18
"him and",18
"i finally",18
"i put",18
"i say",18
"i took",18
"it with",18
"just the",18
"let the",18
"list of",18
"love your",18
"man who",18
"many people",18
"members of",18
"nice to",18
"of new",18
"on to",18
"one thing",18
"only a",18
"really good",18
"see how",18
"seemed to",18
"she said",18
"shout out",18
"take it",18
"than i",18
"that has",18
"that have",18
"that there",18
"the great",18
"the hell",18
"the little",18
"the music",18
"the number",18
"the public",18
"the wall",18
"then the",18
"things to",18
"to move",18
"to not",18
"to stop",18
"to write",18
"top of",18
"trip to",18
"using the",18
"was to",18
"while the",18
"who has",18
"with her",18
"work and",18
"you got",18
"you love",18
"you that",18
"a part",17
"a place",17
"a way",17
"a wonderful",17
"about what",17
"am so",17
"and im",17
"and this",17
"and will",17
"and with",17
"back from",17
"be back",17
"be happy",17
"believe that",17
"but he",17
"but then",17
"but this",17
"care of",17
"check it",17
"could have",17
"even the",17
"excited about",17
"figure out",17
"filled with",17
"find a",17
"for one",17
"get back",17
"get on",17
"get up",17
"group of",17
"having to",17
"he had",17
"his own",17
"hope to",17
"how it",17
"how you",17
"is coming",17
"it's time",17
"it may",17
"it so",17
"just had",17
"know it",17
"look for",17
"made a",17
"may have",17
"me as",17
"me back",17
"more of",17
"my dad",17
"my day",17
"my eyes",17
"my name",17
"my sister",17
"not going",17
"not like",17
"on saturday",17
"on their",17
"or so",17
"people to",17
"please follow",17
"read the",17
"rt if",17
"see that",17
"set up",17
"so excited",17
"the car",17
"the family",17
"the following",17
"the point",17
"the school",17
"the show",17
"the things",17
"there's a",17
"these days",17
"they should",17
"things are",17
"to myself",17
"to show",17
"to stay",17
"type of",17
"was really",17
"what they",17
"when people",17
"will get",17
"willing to",17
"you might",17
"you on",17
"a fan",16
"a guy",16
"a result",16
"about your",16
"all these",16
"all you",16
"an amazing",16
"and for",16
"and make",16
"and no",16
"and see",16
"are still",16
"are we",16
"as long",16
"at am",16
"be an",16
"but its",16
"can't believe",16
"don't get",16
"dont know",16
"down and",16
"end up",16
"every day",16
"for years",16
"get out",16
"getting ready",16
"give me",16
"here are",16
"how can",16
"i'm just",16
"i may",16
"i promise",16
"ice cream",16
"in for",16
"in to",16
"is about",16
"is very",16
"is what",16
"is why",16
"it be",16
"it can",16
"it does",16
"it feels",16
"it when",16
"just saw",16
"long as",16
"look forward",16
"love and",16
"love with",16
"me with",16
"much for",16
"much fun",16
"must have",16
"my friends",16
"not in",16
"not so",16
"of god",16
"on top",16
"once again",16
"opportunity to",16
"or two",16
"out on",16
"over and",16
"said he",16
"something to",16
"sure you",16
"talking to",16
"text me",16
"the heart",16
"the kind",16
"the national",16
"the person",16
"then we",16
"they do",16
"this month",16
"time in",16
"time we",16
"to add",16
"to date",16
"to pay",16
"to post",16
"was one",16
"was that",16
"we'll be",16
"we get",16
"we got",16
"what happened",16
"what he",16
"when she",16
"when you're",16
"why is",16
"with our",16
"with their",16
"without a",16
"would you",16
"you make",16
"you really",16
"your favorite",16
"a different",15
"a moment",15
"a movie",15
"a picture",15
"ability to",15
"after all",15
"an email",15
"and got",15
"and of",15
"and on",15
"and over",15
"are all",15
"are more",15
"as she",15
"be very",15
"because the",15
"but also",15
"but what",15
"call it",15
"close to",15
"deal with",15
"don't like",15
"due to",15
"felt like",15
"for those",15
"from you",15
"from your",15
"give it",15
"good time",15
"got some",15
"got the",15
"half of",15
"have never",15
"he could",15
"i couldn't",15
"i must",15
"i needed",15
"i started",15
"i suppose",15
"if not",15
"im a",15
"in any",15
"in dc",15
"interested in",15
"is doing",15
"it's like",15
"it also",15
"it doesn't",15
"know about",15
"know you",15
"life and",15
"likely to",15
"making a",15
"making it",15
"me but",15
"meet you",15
"might have",15
"much better",15
"my blog",15
"name is",15
"needed to",15
"night and",15
"no idea",15
"on and",15
"on what",15
"other than",15
"picture of",15
"put the",15
"right to",15
"same thing",15
"same time",15
"so i'm",15
"start to",15
"stop by",15
"thanks so",15
"that can",15
"that way",15
"the air",15
"the black",15
"the life",15
"the lord",15
"the perfect",15
"the road",15
"the side",15
"the summer",15
"then you",15
"they don't",15
"they had",15
"things that",15
"time at",15
"time is",15
"to them",15
"to us",15
"took a",15
"view of",15
"watch the",15
"way i",15
"way of",15
"we go",15
"we should",15
"week and",15
"well i",15
"what was",15
"when a",15
"who had",15
"who you",15
"will i",15
"with these",15
"work for",15
"work on",15
"would say",15
"you at",15
"a free",14
"a pretty",14
"a second",14
"about my",14
"add the",14
"an old",14
"and at",14
"and has",14
"and her",14
"and our",14
"any other",14
"anyone who",14
"back up",14
"be great",14
"be so",14
"be used",14
"because we",14
"because you",14
"beginning of",14
"best of",14
"both of",14
"both the",14
"but my",14
"but that",14
"came to",14
"can't get",14
"can only",14
"come back",14
"cup of",14
"day for",14
"didn't get",14
"didn't have",14
"does it",14
"don't think",14
"for being",14
"for people",14
"found out",14
"get you",14
"getting a",14
"glad to",14
"great time",14
"have it",14
"he can",14
"here we",14
"history of",14
"home to",14
"hope that",14
"how they",14
"i'm gonna",14
"i'm sure",14
"i asked",14
"i loved",14
"i realized",14
"i told",14
"if it's",14
"im going",14
"in new",14
"in some",14
"is always",14
"is only",14
"is really",14
"is your",14
"it gets",14
"it makes",14
"join us",14
"just so",14
"last time",14
"like me",14
"link to",14
"love my",14
"love that",14
"me so",14
"much of",14
"my job",14
"myself i",14
"no way",14
"not even",14
"of love",14
"of things",14
"on how",14
"on in",14
"on some",14
"one more",14
"one person",14
"one who",14
"or even",14
"outside the",14
"people that",14
"place in",14
"point of",14
"remember the",14
"saw the",14
"say the",14
"see it",14
"so good",14
"so it",14
"some time",14
"sounds like",14
"starting to",14
"still in",14
"the center",14
"the earth",14
"the floor",14
"the front",14
"the guy",14
"the latest",14
"the light",14
"the moon",14
"the name",14
"the phone",14
"the power",14
"the rain",14
"the red",14
"the room",14
"the words",14
"the wrong",14
"this summer",14
"this will",14
"throughout the",14
"tired of",14
"to bed",14
"to call",14
"to leave",14
"to some",14
"to wait",14
"tonight at",14
"turned out",14
"version of",14
"very good",14
"ways to",14
"we did",14
"were in",14
"what to",14
"who have",14
"who were",14
"why not",14
"will give",14
"with his",14
"woke up",14
"work with",14
"you still",14
"a book",13
"a child",13
"a double",13
"a hard",13
"a large",13
"a look",13
"a woman",13
"about minutes",13
"again and",13
"all about",13
"all those",13
"all time",13
"also a",13
"and had",13
"and most",13
"around and",13
"back on",13
"be your",13
"been on",13
"before we",13
"before you",13
"brand new",13
"but im",13
"but she",13
"but when",13
"came out",13
"can we",13
"cause i",13
"come in",13
"coming to",13
"congrats to",13
"continue to",13
"create a",13
"didn't know",13
"do u",13
"do what",13
"don't forget",13
"done with",13
"e mail",13
"everyone is",13
"excited for",13
"feel the",13
"feels like",13
"few months",13
"find it",13
"focus on",13
"food and",13
"for another",13
"fun and",13
"getting the",13
"give up",13
"good night",13
"good thing",13
"had an",13
"had no",13
"happy friday",13
"happy to",13
"he will",13
"him in",13
"his wife",13
"hit the",13
"i'm still",13
"i find",13
"i gotta",13
"i look",13
"if u",13
"in time",13
"inside the",13
"is actually",13
"is all",13
"is for",13
"is probably",13
"it or",13
"it should",13
"just because",13
"just don't",13
"just one",13
"love me",13
"me feel",13
"middle of",13
"moment when",13
"my best",13
"my husband",13
"near the",13
"never been",13
"not really",13
"nothing to",13
"of being",13
"of which",13
"on facebook",13
"one i",13
"one to",13
"onto the",13
"or in",13
"or something",13
"our new",13
"people i",13
"people with",13
"proud of",13
"put it",13
"read it",13
"reason to",13
"room and",13
"said it",13
"saw a",13
"she will",13
"so glad",13
"so to",13
"stay tuned",13
"stuck in",13
"that's a",13
"that's the",13
"the baby",13
"the film",13
"the food",13
"the hospital",13
"the place",13
"the problem",13
"the question",13
"the recipe",13
"the third",13
"the week",13
"then it",13
"this book",13
"this has",13
"this point",13
"to and",13
"to ask",13
"to believe",13
"to love",13
"to one",13
"to support",13
"to those",13
"to turn",13
"to understand",13
"university of",13
"us a",13
"us and",13
"use it",13
"was there",13
"we just",13
"we went",13
"what if",13
"when your",13
"where are",13
"where you",13
"who will",13
"why the",13
"will make",13
"with them",13
"working with",13
"would not",13
"you did",13
"a blast",12
"a girl",12
"a group",12
"a half",12
"a person",12
"a thing",12
"a trip",12
"a word",12
"after that",12
"always a",12
"am a",12
"amount of",12
"and also",12
"and are",12
"and do",12
"are on",12
"are your",12
"as my",12
"at first",12
"back of",12
"be good",12
"cant wait",12
"children and",12
"coming up",12
"could do",12
"day but",12
"day when",12
"did it",12
"dm me",12
"do anything",12
"do so",12
"do something",12
"do they",12
"doing it",12
"dont need",12
"during a",12
"example of",12
"few years",12
"find the",12
"for example",12
"for minutes",12
"from their",12
"get me",12
"give a",12
"glad you",12
"go with",12
"got it",12
"hear the",12
"help me",12
"home from",12
"hope your",12
"hours of",12
"i'll have",12
"i've got",12
"i cannot",12
"i hear",12
"i only",12
"i read",12
"i swear",12
"if this",12
"ill be",12
"in here",12
"in mind",12
"is from",12
"is too",12
"is well",12
"it's going",12
"it doesnt",12
"it down",12
"it it",12
"it this",12
"keep the",12
"keep up",12
"lead to",12
"let it",12
"like my",12
"looked at",12
"love is",12
"loved the",12
"make them",12
"many times",12
"me it",12
"might as",12
"mothers day",12
"my brother",12
"my mother",12
"next day",12
"next time",12
"not as",12
"not too",12
"not yet",12
"of how",12
"of money",12
"on an",12
"on friday",12
"one that",12
"or just",12
"our own",12
"pair of",12
"plenty of",12
"real life",12
"really want",12
"reason i",12
"related to",12
"remember that",12
"result of",12
"rt this",12
"said i",12
"said the",12
"san diego",12
"so hard",12
"so the",12
"soon as",12
"sorry i",12
"start the",12
"sure if",12
"taking a",12
"terms of",12
"that's not",12
"that's what",12
"that day",12
"that had",12
"that when",12
"that with",12
"the biggest",12
"the church",12
"the company",12
"the face",12
"the internet",12
"the link",12
"the reason",12
"the situation",12
"the team",12
"the web",12
"the work",12
"there's no",12
"there i",12
"there will",12
"they could",12
"they get",12
"thing that",12
"think it's",12
"think they",12
"this day",12
"though it",12
"time it",12
"to change",12
"to figure",12
"to just",12
"to listen",12
"to pick",12
"to provide",12
"to remember",12
"to save",12
"to visit",12
"told her",12
"too many",12
"u have",12
"use a",12
"was all",12
"was it",12
"was like",12
"way and",12
"we know",12
"week i",12
"what did",12
"what kind",12
"when i'm",12
"which was",12
"while i",12
"will always",12
"with one",12
"would make",12
"you feel",12
"you find",12
"you follow",12
"you going",12
"you never",12
"a car",11
"a high",11
"a minute",11
"a more",11
"a number",11
"a problem",11
"a short",11
"about her",11
"always be",11
"am on",11
"and after",11
"and be",11
"and can",11
"and made",11
"and take",11
"and tell",11
"and who",11
"appreciate the",11
"are also",11
"are just",11
"are my",11
"as soon",11
"at it",11
"at your",11
"back at",11
"be more",11
"because he",11
"before it",11
"best friend",11
"but no",11
"but now",11
"but to",11
"buy a",11
"by my",11
"can tell",11
"comes out",11
"continues to",11
"day is",11
"days and",11
"depends on",11
"did the",11
"difficult to",11
"do we",11
"easy to",11
"ended up",11
"follow you",11
"following me",11
"for at",11
"for both",11
"for each",11
"for not",11
"from her",11
"get better",11
"give the",11
"go on",11
"go out",11
"god for",11
"going back",11
"good for",11
"great job",11
"grew up",11
"guys are",11
"ha ha",11
"haha i",11
"hang out",11
"happen to",11
"have not",11
"have one",11
"have seen",11
"heading to",11
"her to",11
"here to",11
"how did",11
"how is",11
"how long",11
"i'd rather",11
"i missed",11
"i wasn't",11
"if i'm",11
"in december",11
"in every",11
"in he",11
"in nyc",11
"in terms",11
"in what",11
"in years",11
"including the",11
"is almost",11
"is being",11
"is good",11
"is how",11
"is i",11
"is pretty",11
"it's just",11
"it but",11
"it could",11
"it looks",11
"it takes",11
"it took",11
"its been",11
"just in",11
"just to",11
"just want",11
"keep it",11
"know why",11
"let's get",11
"let's go",11
"love how",11
"made my",11
"make your",11
"maybe i",11
"me is",11
"me or",11
"might not",11
"money to",11
"more time",11
"more to",11
"much to",11
"much you",11
"my daughter",11
"my son",11
"myself to",11
"name of",11
"never know",11
"next year",11
"no no",11
"not being",11
"not good",11
"of days",11
"of fun",11
"of one",11
"oh and",11
"on him",11
"on me",11
"on sunday",11
"once in",11
"only thing",11
"other people",11
"out how",11
"out this",11
"person who",11
"see my",11
"series of",11
"set of",11
"sign up",11
"since it",11
"so what",11
"some good",11
"some other",11
"something about",11
"sure that",11
"telling me",11
"that it's",11
"that means",11
"that our",11
"the bus",11
"the characters",11
"the crowd",11
"the feeling",11
"the girls",11
"the greatest",11
"the group",11
"the high",11
"the left",11
"the line",11
"the mind",11
"the need",11
"the ocean",11
"the old",11
"the ones",11
"the park",11
"the planet",11
"the president",11
"the thing",11
"the title",11
"the white",11
"they did",11
"thing in",11
"think you",11
"this and",11
"this new",11
"this post",11
"this to",11
"though the",11
"thought that",11
"time but",11
"to achieve",11
"to finish",11
"to remove",11
"to send",11
"to sit",11
"to speak",11
"to spend",11
"too bad",11
"until i",11
"up my",11
"us for",11
"us in",11
"used the",11
"wanna go",11
"was able",11
"was looking",11
"was my",11
"way through",11
"way too",11
"we don't",11
"we love",11
"we may",11
"we must",11
"we really",11
"week is",11
"weeks ago",11
"were a",11
"what happens",11
"where they",11
"why are",11
"will take",11
"with and",11
"with him",11
"with people",11
"work in",11
"wouldn't be",11
"year and",11
"years of",11
"yes yes",11
"you're a",11
"you didn't",11
"you must",11
"you use",11
"you you",11
"your head",11
"a bitch",10
"a certain",10
"a dream",10
"a fantastic",10
"a fun",10
"a much",10
"a non",10
"a relationship",10
"a story",10
"after i",10
"ahead of",10
"all know",10
"all things",10
"all to",10
"always been",10
"always have",10
"am the",10
"and look",10
"and only",10
"and others",10
"and out",10
"and people",10
"and thanks",10
"and that's",10
"and we'll",10
"and would",10
"anything else",10
"are really",10
"are there",10
"are u",10
"at me",10
"at our",10
"at some",10
"be better",10
"be done",10
"be found",10
"be here",10
"behind the",10
"bin laden",10
"blah blah",10
"books and",10
"brought in",10
"but i'll",10
"but still",10
"by his",10
"by this",10
"called the",10
"check the",10
"congrats on",10
"copy of",10
"day at",10
"days i",10
"despite the",10
"did that",10
"do is",10
"don't care",10
"don't even",10
"dont want",10
"family and",10
"feel better",10
"feels good",10
"for sharing",10
"for to",10
"forget to",10
"forgot to",10
"found a",10
"found that",10
"from pm",10
"get in",10
"get ready",10
"glad i",10
"go for",10
"god is",10
"going in",10
"good day",10
"got an",10
"guess i",10
"happened to",10
"has made",10
"hate when",10
"have done",10
"have more",10
"have my",10
"have nothing",10
"having the",10
"he wants",10
"head and",10
"her a",10
"here at",10
"here for",10
"honor of",10
"hoping to",10
"how we",10
"i'm doing",10
"i'm glad",10
"i'm pretty",10
"i came",10
"i even",10
"i follow",10
"i forgot",10
"i havent",10
"i kept",10
"i met",10
"i tried",10
"i work",10
"if someone",10
"in between",10
"in march",10
"in you",10
"is and",10
"is getting",10
"is great",10
"is nothing",10
"is our",10
"it's my",10
"it again",10
"it as",10
"it back",10
"it if",10
