"term","freq"
"of it in",4
"of it is",4
"of love and",4
"of my childhood",4
"of one of",4
"of people who",4
"of the car",4
"of the family",4
"of the few",4
"of the film",4
"of the game",4
"of the lucky",4
"of the movie",4
"of the novel",4
"of the people",4
"of the public",4
"of the room",4
"of the situation",4
"of the story",4
"of the top",4
"of the two",4
"of the us",4
"of the week",4
"of weeks ago",4
"on my blog",4
"on right now",4
"on the back",4
"on the couch",4
"on the left",4
"on the planet",4
"on the side",4
"once in a",4
"one of her",4
"one of our",4
"one of these",4
"one thing i",4
"one thing that",4
"only one who",4
"only thing i",4
"only thing that",4
"out at the",4
"out of bed",4
"out of town",4
"out on a",4
"out on the",4
"out that i",4
"out the door",4
"out to be",4
"out to my",4
"outside of the",4
"over the next",4
"over the past",4
"over to her",4
"part of a",4
"part of our",4
"pick up a",4
"place in the",4
"point of view",4
"quite the opposite",4
"ready for a",4
"ready for some",4
"really have a",4
"rt this if",4
"run out of",4
"said he was",4
"said in a",4
"said it was",4
"say the least",4
"see all the",4
"see the avengers",4
"see what happens",4
"see you at",4
"see you in",4
"seem like a",4
"seemed to have",4
"seems to have",4
"send me your",4
"she is a",4
"sides of the",4
"sign up for",4
"since i have",4
"so do i",4
"so excited to",4
"so hard to",4
"so i just",4
"so i thought",4
"so let me",4
"so much as",4
"some sort of",4
"something about the",4
"sorry to hear",4
"start with the",4
"stop thinking about",4
"such a good",4
"sure what to",4
"talking to him",4
"tell me the",4
"th and th",4
"than i thought",4
"thank you very",4
"thanks to a",4
"thanks to you",4
"that could be",4
"that he is",4
"that i'm not",4
"that i could",4
"that i feel",4
"that i get",4
"that i love",4
"that i will",4
"that in the",4
"that is what",4
"that it has",4
"that it will",4
"that one person",4
"that so many",4
"that they were",4
"that was in",4
"that we do",4
"that we were",4
"that would have",4
"the 's and",4
"the age of",4
"the best in",4
"the best part",4
"the best place",4
"the best thing",4
"the book is",4
"the chance to",4
"the city of",4
"the day before",4
"the doctors office",4
"the end i",4
"the exact same",4
"the first round",4
"the first to",4
"the gift of",4
"the good work",4
"the grocery store",4
"the house and",4
"the importance of",4
"the key to",4
"the last years",4
"the list goes",4
"the night with",4
"the one that",4
"the ones you",4
"the point of",4
"the power to",4
"the quality of",4
"the rain is",4
"the reason i",4
"the s and",4
"the second time",4
"the size of",4
"the so called",4
"the state of",4
"the super bowl",4
"the th anniversary",4
"the things that",4
"the title of",4
"the truth of",4
"the type of",4
"the value of",4
"the water and",4
"the weather is",4
"the world of",4
"the world you",4
"then you can",4
"there are only",4
"there are people",4
"there were a",4
"they are so",4
"they are the",4
"they should be",4
"they want to",4
"they will be",4
"thing in the",4
"thing is that",4
"think of the",4
"think that was",4
"this has been",4
"this is also",4
"this is an",4
"this part of",4
"this time of",4
"this was not",4
"this week is",4
"this year i",4
"those who have",4
"thought he was",4
"time and the",4
"time at the",4
"time in the",4
"time of the",4
"time of year",4
"to all who",4
"to an end",4
"to be all",4
"to be doing",4
"to be done",4
"to be here",4
"to be honest",4
"to be more",4
"to buy it",4
"to catch up",4
"to connect with",4
"to do what",4
"to enter the",4
"to follow the",4
"to get his",4
"to get into",4
"to get me",4
"to get out",4
"to get there",4
"to get you",4
"to give the",4
"to go the",4
"to have an",4
"to him and",4
"to hit the",4
"to look for",4
"to one of",4
"to play with",4
"to remember that",4
"to remove the",4
"to say to",4
"to see it",4
"to see this",4
"to share the",4
"to share with",4
"to show you",4
"to take care",4
"to take my",4
"to tell the",4
"to the doctors",4
"to the end",4
"to the house",4
"to the left",4
"to the movies",4
"to the pan",4
"to the state",4
"to this day",4
"to try to",4
"to understand how",4
"to understand the",4
"to use a",4
"to wait for",4
"to work for",4
"to worry about",4
"today and i",4
"today is the",4
"together in a",4
"too late to",4
"turns out i",4
"u have a",4
"universe is the",4
"until it is",4
"up at night",4
"up at the",4
"up for a",4
"up on a",4
"up to this",4
"used to the",4
"wanna go to",4
"want me to",4
"want to go",4
"want to learn",4
"want to make",4
"wanted to do",4
"was a bit",4
"was at the",4
"was looking at",4
"was on a",4
"was the best",4
"was the most",4
"was time to",4
"was what i",4
"way to get",4
"way you are",4
"we are not",4
"we can do",4
"we decided to",4
"we do not",4
"we get to",4
"we miss you",4
"we saw a",4
"we should be",4
"we went to",4
"well as a",4
"well as the",4
"were a little",4
"were able to",4
"were going to",4
"were in the",4
"what did i",4
"what i can",4
"what i thought",4
"what is this",4
"what it means",4
"what to expect",4
"what would you",4
"what you have",4
"what you want",4
"when are you",4
"when do you",4
"when he was",4
"when i have",4
"when i need",4
"when it is",4
"where have you",4
"where is the",4
"where they are",4
"who had a",4
"who is the",4
"who wants to",4
"who we are",4
"who would be",4
"why am i",4
"why are we",4
"why are you",4
"why would i",4
"will be a",4
"will get you",4
"will no longer",4
"will there be",4
"winner of the",4
"wish me luck",4
"with it the",4
"with the kids",4
"with the new",4
"working on a",4
"working on some",4
"working on the",4
"would be more",4
"you again soon",4
"you all for",4
"you are in",4
"you are well",4
"you become a",4
"you can also",4
"you can have",4
"you can make",4
"you can tell",4
"you could be",4
"you do to",4
"you don't know",4
"you don't like",4
"you dont know",4
"you get a",4
"you have never",4
"you have no",4
"you in a",4
"you make a",4
"you should have",4
"you think about",4
"you to be",4
"you want a",4
"you will find",4
"you will see",4
"you would have",4
"you you are",4
"youd like to",4
"your email address",4
"your way to",4
