"term","freq","prob"
"worth",725,0.000180856230771553
"chance",723,0.000180357317031493
"tried",719,0.000179359489551374
"they're",718,0.000179110032681345
"single",717,0.000178860575811315
"coffee",712,0.000177613291461166
"five",711,0.000177363834591136
"lunch",709,0.000176864920851077
"huge",708,0.000176615463981047
"taken",707,0.000176366007111018
"lives",706,0.000176116550240988
"luck",705,0.000175867093370958
"trip",705,0.000175867093370958
"college",699,0.00017437035215078
"large",699,0.00017437035215078
"forget",698,0.00017412089528075
"seem",696,0.000173621981540691
"human",695,0.000173372524670661
"site",695,0.000173372524670661
"works",695,0.000173372524670661
"community",693,0.000172873610930601
"road",693,0.000172873610930601
"starting",693,0.000172873610930601
"omg",692,0.000172624154060572
"online",692,0.000172624154060572
"park",691,0.000172374697190542
"r",691,0.000172374697190542
"gotta",689,0.000171875783450482
"happened",689,0.000171875783450482
"n",689,0.000171875783450482
"spring",689,0.000171875783450482
"although",688,0.000171626326580453
"seriously",687,0.000171376869710423
"x",687,0.000171376869710423
"mr",686,0.000171127412840393
"death",685,0.000170877955970364
"looked",685,0.000170877955970364
"sense",685,0.000170877955970364
"street",684,0.000170628499100334
"c",681,0.000169880128490245
"drink",678,0.000169131757880155
"across",677,0.000168882301010126
"cute",677,0.000168882301010126
"la",677,0.000168882301010126
"giving",676,0.000168632844140096
"parents",675,0.000168383387270066
"information",673,0.000167884473530007
"weather",673,0.000167884473530007
"'s",672,0.000167635016659977
"followers",672,0.000167635016659977
"inside",672,0.000167635016659977
"wonder",672,0.000167635016659977
"blue",670,0.000167136102919918
"ha",670,0.000167136102919918
"son",669,0.000166886646049888
"cannot",668,0.000166637189179858
"million",668,0.000166637189179858
"service",667,0.000166387732309828
"we'll",667,0.000166387732309828
"within",666,0.000166138275439799
"takes",665,0.000165888818569769
"known",664,0.000165639361699739
"sound",663,0.00016538990482971
"shows",662,0.00016514044795968
"fine",661,0.00016489099108965
"space",660,0.00016464153421962
"finished",658,0.000164142620479561
"based",657,0.000163893163609531
"join",657,0.000163893163609531
"sad",655,0.000163394249869472
"mine",654,0.000163144792999442
"cold",652,0.000162645879259383
"congrats",652,0.000162645879259383
"jesus",652,0.000162645879259383
"totally",652,0.000162645879259383
"dog",647,0.000161398594909234
"including",647,0.000161398594909234
"available",646,0.000161149138039204
"whether",644,0.000160650224299145
"health",638,0.000159153483078966
"dead",634,0.000158155655598847
"band",633,0.000157906198728818
"government",633,0.000157906198728818
"door",632,0.000157656741858788
"turned",627,0.000156409457508639
"simple",624,0.00015566108689855
"strong",624,0.00015566108689855
"hands",623,0.00015541163002852
"challenge",622,0.000155162173158491
"tweets",622,0.000155162173158491
"voice",621,0.000154912716288461
"boys",617,0.000153914888808342
"perhaps",617,0.000153914888808342
"hold",615,0.000153415975068283
"church",613,0.000152917061328223
"listen",613,0.000152917061328223
"air",611,0.000152418147588164
"text",611,0.000152418147588164
"act",610,0.000152168690718134
"create",610,0.000152168690718134
"final",610,0.000152168690718134
"hi",610,0.000152168690718134
"possible",609,0.000151919233848104
"busy",608,0.000151669776978074
"design",608,0.000151669776978074
"tired",608,0.000151669776978074
"usually",606,0.000151170863238015
"above",605,0.000150921406367985
"center",605,0.000150921406367985
"middle",605,0.000150921406367985
"youre",605,0.000150921406367985
"piece",601,0.000149923578887866
"simply",601,0.000149923578887866
"website",601,0.000149923578887866
"listening",600,0.000149674122017837
"spent",600,0.000149674122017837
"bar",598,0.000149175208277777
"age",596,0.000148676294537718
"drive",596,0.000148676294537718
"south",596,0.000148676294537718
"longer",595,0.000148426837667688
"alone",594,0.000148177380797658
"fast",591,0.000147429010187569
"market",591,0.000147429010187569
"pictures",591,0.000147429010187569
"stand",591,0.000147429010187569
"police",590,0.000147179553317539
"york",590,0.000147179553317539
"process",589,0.00014693009644751
"control",588,0.00014668063957748
"eating",587,0.00014643118270745
"war",586,0.00014618172583742
"played",584,0.000145682812097361
"knows",583,0.000145433355227331
"anyway",582,0.000145183898357302
"questions",582,0.000145183898357302
"dream",580,0.000144684984617242
"due",580,0.000144684984617242
"you'll",578,0.000144186070877183
"o",577,0.000143936614007153
"dad",576,0.000143687157137123
"personal",576,0.000143687157137123
"doesnt",575,0.000143437700267093
"low",575,0.000143437700267093
"april",573,0.000142938786527034
"spend",573,0.000142938786527034
"step",573,0.000142938786527034
"ideas",572,0.000142689329657004
"success",572,0.000142689329657004
"level",571,0.000142439872786975
"truth",571,0.000142439872786975
"whatever",571,0.000142439872786975
"agree",568,0.000141691502176885
"bought",568,0.000141691502176885
"system",568,0.000141691502176885
"lead",567,0.000141442045306856
"moving",566,0.000141192588436826
"non",566,0.000141192588436826
"ways",566,0.000141192588436826
"brother",561,0.000139945304086677
"added",559,0.000139446390346618
"date",559,0.000139446390346618
"program",559,0.000139446390346618
"building",558,0.000139196933476588
"met",557,0.000138947476606558
"rain",557,0.000138947476606558
"save",557,0.000138947476606558
"exactly",556,0.000138698019736529
"sick",556,0.000138698019736529
"eye",554,0.000138199105996469
"sitting",554,0.000138199105996469
"beat",553,0.000137949649126439
"bitch",553,0.000137949649126439
"fire",553,0.000137949649126439
"cover",552,0.00013770019225641
"third",551,0.00013745073538638
"clear",549,0.000136951821646321
"etc",549,0.000136951821646321
"re",549,0.000136951821646321
"die",546,0.000136203451036231
"e",545,0.000135953994166202
"issue",545,0.000135953994166202
"near",545,0.000135953994166202
"style",545,0.000135953994166202
"sun",545,0.000135953994166202
"wear",544,0.000135704537296172
"kid",542,0.000135205623556112
"missed",541,0.000134956166686083
"lets",540,0.000134706709816053
"dance",538,0.000134207796075994
"himself",538,0.000134207796075994
"type",538,0.000134207796075994
"lord",537,0.000133958339205964
"character",535,0.000133459425465904
"wife",535,0.000133459425465904
"chicago",531,0.000132461597985785
"learning",531,0.000132461597985785
"note",531,0.000132461597985785
"sent",531,0.000132461597985785
"attention",530,0.000132212141115756
"sex",530,0.000132212141115756
"continue",529,0.000131962684245726
"hello",529,0.000131962684245726
"father",528,0.000131713227375696
"fight",527,0.000131463770505667
"sign",527,0.000131463770505667
"heat",526,0.000131214313635637
"dark",525,0.000130964856765607
"pain",525,0.000130964856765607
"color",524,0.000130715399895577
"k",524,0.000130715399895577
"themselves",523,0.000130465943025548
"thursday",523,0.000130465943025548
"stories",522,0.000130216486155518
"according",521,0.000129967029285488
"fucking",521,0.000129967029285488
"gift",521,0.000129967029285488
"club",519,0.000129468115545429
"couldn't",519,0.000129468115545429
"interested",519,0.000129468115545429
"absolutely",518,0.000129218658675399
"form",518,0.000129218658675399
"major",518,0.000129218658675399
"entire",517,0.000128969201805369
"husband",517,0.000128969201805369
"worked",517,0.000128969201805369
"members",516,0.00012871974493534
"shot",516,0.00012871974493534
"account",515,0.00012847028806531
"catch",515,0.00012847028806531
"states",514,0.00012822083119528
"t",513,0.00012797137432525
"truly",513,0.00012797137432525
"won",513,0.00012797137432525
"energy",512,0.000127721917455221
"box",511,0.000127472460585191
"earth",511,0.000127472460585191
"dude",510,0.000127223003715161
"link",509,0.000126973546845131
"proud",509,0.000126973546845131
"lose",508,0.000126724089975102
"completely",507,0.000126474633105072
"lady",507,0.000126474633105072
"photo",507,0.000126474633105072
"answer",506,0.000126225176235042
"example",505,0.000125975719365013
"safe",505,0.000125975719365013
"written",505,0.000125975719365013
"thoughts",504,0.000125726262494983
"wine",503,0.000125476805624953
"photos",502,0.000125227348754923
"table",502,0.000125227348754923
"action",500,0.000124728435014864
"brought",499,0.000124478978144834
"cup",499,0.000124478978144834
"feels",498,0.000124229521274804
"hes",498,0.000124229521274804
"america",497,0.000123980064404775
"cake",497,0.000123980064404775
"chicken",497,0.000123980064404775
"chocolate",497,0.000123980064404775
"lovely",495,0.000123481150664715
"via",495,0.000123481150664715
"fresh",494,0.000123231693794686
"sit",493,0.000122982236924656
"president",492,0.000122732780054626
"sister",492,0.000122732780054626
"recently",490,0.000122233866314567
"wouldn't",490,0.000122233866314567
"cream",489,0.000121984409444537
"starts",489,0.000121984409444537
"training",487,0.000121485495704477
"album",486,0.000121236038834448
"ice",485,0.000120986581964418
"events",484,0.000120737125094388
"learned",484,0.000120737125094388
"record",484,0.000120737125094388
"round",484,0.000120737125094388
"tour",484,0.000120737125094388
"afternoon",483,0.000120487668224359
"article",483,0.000120487668224359
"id",483,0.000120487668224359
"oil",483,0.000120487668224359
"details",482,0.000120238211354329
"characters",481,0.000119988754484299
"choice",481,0.000119988754484299
"sort",481,0.000119988754484299
"extra",479,0.00011948984074424
"till",479,0.00011948984074424
"wall",479,0.00011948984074424
"choose",477,0.00011899092700418
"daughter",477,0.00011899092700418
"deep",476,0.00011874147013415
"followed",476,0.00011874147013415
"north",476,0.00011874147013415
"san",475,0.000118492013264121
"conference",474,0.000118242556394091
"star",474,0.000118242556394091
"walking",474,0.000118242556394091
"anymore",473,0.000117993099524061
"fear",473,0.000117993099524061
"finish",473,0.000117993099524061
"forever",473,0.000117993099524061
"songs",472,0.000117743642654032
"tickets",472,0.000117743642654032
"track",472,0.000117743642654032
"upon",472,0.000117743642654032
"dear",471,0.000117494185784002
"wasnt",471,0.000117494185784002
"main",470,0.000117244728913972
"mention",470,0.000117244728913972
"bro",468,0.000116745815173913
"certain",468,0.000116745815173913
"march",468,0.000116745815173913
"bill",467,0.000116496358303883
"board",467,0.000116496358303883
"plus",466,0.000116246901433853
"difficult",464,0.000115747987693794
"hopefully",463,0.000115498530823764
"per",463,0.000115498530823764
